ec_time,ec_mem,overall_lat,emu_startup,rewind,emu_reset,replay,rewind_injections,pkt_lat,drop_lat,timeout,arity,update_pct,procs,drop_method,num_nodes,num_links,num_updates,total_conn,invariant,independent_cec,violated,total_time,total_mem
379741,153388,315001,297851,26,0,0,-1,101,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
379741,153388,16319,0,2,0,0,-1,70,0,209,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
313804,153624,210297,190370,33,0,0,-1,90,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
313804,153624,28397,15,10,0,0,-1,88,0,196,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
371864,153624,293187,264671,54,0,0,-1,145,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
371864,153624,21380,1,1,0,0,-1,47,0,257,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
395649,153360,315198,293727,23,0,0,-1,107,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
395649,153360,28527,1,2,0,0,-1,109,0,215,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
332213,153624,210013,191636,24,0,0,-1,69,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
332213,153624,14796,0,2,0,0,-1,56,0,208,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
332863,153612,256958,240960,27,0,0,-1,56,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
332863,153612,24510,1,3,0,0,-1,88,0,210,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
350209,153624,275485,261604,16,0,0,-1,77,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
350209,153624,14203,1,3,0,0,-1,78,0,200,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
317286,153600,231259,213057,25,0,0,-1,84,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
317286,153600,28907,0,3,0,0,-1,61,0,196,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
454236,153464,310128,268312,23,0,0,-1,223,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
454236,153464,79604,1,4,0,0,-1,188,0,353,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
345941,153612,245885,217558,51,0,0,-1,96,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
345941,153612,43361,1,3,0,0,-1,202,0,203,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
222212,153624,142052,118536,21,0,0,-1,101,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
222212,153624,20326,0,2,0,0,-1,53,0,209,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
339736,153624,275768,226492,38,0,0,-1,128,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
339736,153624,29625,1,2,0,0,-1,100,0,239,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
209030,153484,153484,136666,29,0,0,-1,83,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
209030,153484,21685,0,2,0,0,-1,78,0,196,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
214316,153376,157940,128906,26,0,0,-1,124,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
214316,153376,15583,0,2,0,0,-1,91,0,233,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
348470,153600,272269,218146,31,0,0,-1,273,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
348470,153600,20516,0,1,0,0,-1,85,0,413,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
304328,153624,222905,190114,34,0,0,-1,156,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
304328,153624,23204,1,7,0,0,-1,106,0,270,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
350133,153624,211729,196533,24,0,0,-1,108,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
350133,153624,25188,1,4,0,0,-1,55,0,220,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
369086,153624,297988,282414,19,0,0,-1,59,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
369086,153624,20058,1,5,0,0,-1,115,0,211,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
253661,153624,171827,150550,24,0,0,-1,101,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
253661,153624,32155,1,3,0,0,-1,0,418,209,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
391612,153624,332336,312465,30,0,0,-1,154,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
391612,153624,14600,0,1,0,0,-1,43,0,269,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
369100,153404,290901,275626,12,0,0,-1,46,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
369100,153404,21224,0,2,0,0,-1,75,0,218,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
313143,153612,230740,215059,28,0,0,-1,72,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
313143,153612,17474,0,3,0,0,-1,69,0,204,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
267096,153444,211481,179386,52,0,0,-1,144,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
267096,153444,15843,0,13,0,0,-1,69,0,257,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
417397,153624,357008,330241,17,0,0,-1,60,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
417397,153624,30763,0,2,0,0,-1,92,0,211,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
241118,153396,178479,154306,18,0,0,-1,65,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
241118,153396,25141,0,1,0,0,-1,161,0,207,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
306622,153572,199538,147527,39,0,0,-1,82,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
306622,153572,39976,1,6,0,0,-1,165,0,196,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
348420,153788,257705,239911,38,0,0,-1,108,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
348420,153788,44116,1,5,0,0,-1,139,0,220,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
295810,153624,235037,221513,43,0,0,-1,64,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
295810,153624,13664,0,2,0,0,-1,53,0,212,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
261507,153624,178409,156452,29,0,0,-1,134,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
261507,153624,26188,1,5,0,0,-1,108,0,245,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
441050,153364,358629,324658,45,0,0,-1,210,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
441050,153364,18088,0,3,0,0,-1,75,0,335,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
363844,153624,280987,264912,19,0,0,-1,118,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
363844,153624,38031,1,4,0,0,-1,80,0,227,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
236602,153624,164730,147686,23,0,0,-1,57,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
236602,153624,23201,0,3,0,0,-1,187,0,211,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
320136,153444,258117,239299,27,0,0,-1,107,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
320136,153444,33775,1,3,0,0,-1,100,0,215,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
609786,153460,509977,477566,77,0,0,-1,172,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
609786,153460,33522,1,7,0,0,-1,103,0,293,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
317877,153544,252634,238147,30,0,0,-1,53,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
317877,153544,16023,0,4,0,0,-1,91,0,215,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
408366,153624,337199,319173,25,0,0,-1,101,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
408366,153624,14609,0,2,0,0,-1,107,0,209,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
366556,153468,279028,261741,33,0,0,-1,84,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
366556,153468,13421,0,1,0,0,-1,73,0,196,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
293833,153624,194542,174454,18,0,0,-1,89,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
293833,153624,28954,1,2,0,0,-1,84,0,196,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
257578,153624,210539,188170,26,0,0,-1,77,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
257578,153624,18903,0,2,0,0,-1,87,0,200,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
290839,153504,204861,180712,26,0,0,-1,125,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
290839,153504,21916,2,2,0,0,-1,88,0,233,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
363033,153624,266218,249441,13,0,0,-1,119,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
363033,153624,25479,0,2,0,0,-1,50,0,227,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
299278,153624,234366,173959,25,0,0,-1,86,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
299278,153624,34975,2,4,0,0,-1,89,0,191,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
240638,153624,185657,152845,40,0,0,-1,162,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
240638,153624,21008,1,4,0,0,-1,117,0,281,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
260477,153624,160424,145124,17,0,0,-1,100,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
260477,153624,17680,0,1,0,0,-1,73,0,208,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
297272,153432,234824,179882,21,0,0,-1,131,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
297272,153432,32283,1,7,0,0,-1,82,0,240,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
300897,153332,235779,206842,22,0,0,-1,115,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
300897,153332,17367,0,5,0,0,-1,62,0,221,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
387787,153624,319592,303913,20,0,0,-1,110,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
387787,153624,16072,0,1,0,0,-1,73,0,220,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
324023,153624,253557,211058,28,0,0,-1,197,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
324023,153624,30255,1,3,0,0,-1,99,0,323,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
339613,153432,261503,211338,84,0,0,-1,242,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
339613,153432,26338,1,4,0,0,-1,86,0,377,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
380577,153624,295174,275839,15,0,0,-1,66,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
380577,153624,15757,1,3,0,0,-1,49,0,207,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
264284,153624,180039,158278,19,0,0,-1,1270,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
264284,153624,26280,1,3,0,0,-1,116,0,1607,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
286645,153432,203339,183582,23,0,0,-1,160,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
286645,153432,18031,0,2,0,0,-1,63,0,275,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
356292,153624,261966,241998,21,0,0,-1,81,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
356292,153624,30938,0,3,0,0,-1,85,0,195,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
422271,153408,315941,286756,30,0,0,-1,151,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
422271,153408,19641,1,6,0,0,-1,86,0,264,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
353970,153368,276136,260198,26,0,0,-1,74,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
353970,153368,15188,0,2,0,0,-1,57,0,204,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
411031,153432,337223,312887,61,0,0,-1,117,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
411031,153432,18937,1,6,0,0,-1,115,0,227,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
245715,153608,169825,152164,35,0,0,-1,91,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
245715,153608,24457,0,2,0,0,-1,61,0,197,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
309733,153624,225384,198439,38,0,0,-1,161,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
309733,153624,40960,2,5,0,0,-1,301,0,276,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
238390,153624,158599,120429,16,0,0,-1,151,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
238390,153624,32439,0,2,0,0,-1,192,0,264,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
303182,153624,214493,184543,25,0,0,-1,201,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
303182,153624,16839,1,2,0,0,-1,85,0,324,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
536706,153360,423427,397079,15,0,0,-1,75,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
536706,153360,46175,1,2,0,0,-1,118,0,199,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
252860,153788,192114,164765,32,0,0,-1,135,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
252860,153788,29141,1,3,0,0,-1,132,0,245,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
360879,153456,230976,196027,24,0,0,-1,92,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
360879,153456,50039,0,2,0,0,-1,57,0,197,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
424364,153624,349479,320079,15,0,0,-1,57,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
424364,153624,23881,0,2,0,0,-1,103,0,211,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
347774,153800,283868,257140,26,0,0,-1,71,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
347774,153800,16279,0,1,0,0,-1,94,0,203,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
448273,153408,329805,305707,39,0,0,-1,85,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
448273,153408,39138,2,4,0,0,-1,81,0,191,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
300957,153800,177764,162867,23,0,0,-1,63,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
300957,153800,32101,0,1,0,0,-1,146,0,212,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
247890,153800,178045,161862,32,0,0,-1,121,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
247890,153800,14640,1,2,0,0,-1,61,0,228,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
278854,153624,193679,168499,34,0,0,-1,98,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
278854,153624,37745,1,4,0,0,-1,105,0,208,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
396738,153624,322397,298666,18,0,0,-1,76,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
396738,153624,32628,0,2,0,0,-1,188,0,199,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
238998,153624,181312,166775,18,0,0,-1,54,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
238998,153624,16016,1,2,0,0,-1,56,0,215,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
289143,153624,216862,186066,33,0,0,-1,1123,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
289143,153624,29602,1,8,0,0,-1,76,0,1433,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
271418,153624,187225,162288,23,0,0,-1,74,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
271418,153624,16903,0,2,0,0,-1,98,0,204,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
316257,153612,247097,211033,49,0,0,-1,152,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
316257,153612,30159,1,4,0,0,-1,61,0,269,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
316989,153448,219937,203501,33,0,0,-1,124,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
316989,153448,16217,0,2,0,0,-1,79,0,233,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
381651,153568,297109,272274,22,0,0,-1,75,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
381651,153568,43016,2,11,0,0,-1,101,0,199,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
359393,153384,283044,263005,25,0,0,-1,102,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
359393,153384,19759,0,1,0,0,-1,119,0,209,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
408329,153600,333425,303096,95,0,0,-1,143,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
408329,153600,23947,1,7,0,0,-1,106,0,257,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
392322,153624,323664,293446,17,0,0,-1,49,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
392322,153624,15317,1,2,0,0,-1,54,0,219,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
365278,153624,276990,259309,38,0,0,-1,186,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
365278,153624,20056,1,2,0,0,-1,63,0,306,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
310578,153628,222804,202405,16,0,0,-1,100,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
310578,153628,46248,1,1,0,0,-1,116,0,208,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
426678,153624,322424,283237,41,0,0,-1,139,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
426678,153624,17053,1,3,0,0,-1,67,0,251,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
276990,153432,180983,157784,31,0,0,-1,77,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
276990,153432,33787,2,7,0,0,-1,166,0,200,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
323341,153432,255114,218637,44,0,0,-1,243,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
323341,153432,36758,1,2,0,0,-1,137,0,377,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
461959,153584,323485,286789,17,0,0,-1,64,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
461959,153584,78643,1,4,0,0,-1,130,0,212,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
348744,153432,253979,213267,131,0,0,-1,298,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
348744,153432,34246,1,10,0,0,-1,95,0,443,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
463010,153416,368835,306260,19,0,0,-1,232,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
463010,153416,38704,1,6,0,0,-1,149,0,365,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
217985,153576,157543,140952,15,0,0,-1,79,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
217985,153576,27561,1,2,0,0,-1,46,0,200,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
321682,153424,227248,206308,22,0,0,-1,108,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
321682,153424,46258,1,2,0,0,-1,62,0,220,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
383711,153468,296490,276754,20,0,0,-1,78,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
383711,153468,14531,0,1,0,0,-1,62,0,200,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
211962,153432,160326,143316,26,0,0,-1,86,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
211962,153432,27415,1,3,0,0,-1,76,0,191,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
366512,153432,269714,252225,25,0,0,-1,119,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
366512,153432,22067,1,1,0,0,-1,33,0,227,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
384725,153624,299690,231249,22,0,0,-1,61,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
384725,153624,36159,1,8,0,0,-1,82,0,211,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
316913,153428,252328,234169,22,0,0,-1,56,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
316913,153428,14347,0,2,0,0,-1,54,0,210,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
245538,153580,164139,148528,29,0,0,-1,97,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
245538,153580,15879,0,2,0,0,-1,87,0,203,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
296708,153612,242712,214916,33,0,0,-1,150,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
296708,153612,15396,0,4,0,0,-1,47,0,263,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
416170,153432,339366,324891,24,0,0,-1,74,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
416170,153432,24619,0,3,0,0,-1,181,0,204,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
346560,153608,268009,247591,284,0,0,-1,90,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
346560,153608,23702,1,2,0,0,-1,139,0,196,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
296809,153452,235538,219128,27,0,0,-1,82,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
296809,153452,29732,1,8,0,0,-1,75,0,196,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
325650,153600,248709,231671,22,0,0,-1,82,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
325650,153600,14751,0,2,0,0,-1,51,0,196,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
334434,153632,180675,154774,25,0,0,-1,67,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
334434,153632,81606,1,2,0,0,-1,192,0,208,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
231441,153496,183195,163555,22,0,0,-1,39,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
231441,153496,15704,0,2,0,0,-1,62,0,227,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
415738,153436,337030,303350,77,0,0,-1,124,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
415738,153436,23320,0,2,0,0,-1,72,0,233,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
418464,153548,348246,326363,39,0,0,-1,123,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
418464,153548,16611,1,6,0,0,-1,82,0,233,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
373359,153624,295889,267233,28,0,0,-1,87,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
373359,153624,34267,0,2,0,0,-1,46,0,191,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
259634,153624,172967,156046,15,0,0,-1,95,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
259634,153624,38306,1,3,0,0,-1,61,0,202,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
318370,153608,251721,235369,18,0,0,-1,69,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
318370,153608,17025,0,2,0,0,-1,63,0,208,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
345693,153536,258946,231573,26,0,0,-1,72,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
345693,153536,25011,0,2,0,0,-1,53,0,204,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
353504,153624,288809,272497,12,0,0,-1,58,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
353504,153624,25327,0,2,0,0,-1,56,0,211,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
366678,153624,276943,257502,44,0,0,-1,61,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
366678,153624,25350,0,3,0,0,-1,51,0,211,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
270357,153624,206038,190417,23,0,0,-1,80,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
270357,153624,16186,1,2,0,0,-1,75,0,195,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
318086,153604,251722,232055,23,0,0,-1,66,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
318086,153604,17071,0,2,0,0,-1,46,0,207,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
304760,153708,221689,200016,39,0,0,-1,121,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
304760,153708,20586,0,2,0,0,-1,75,0,228,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
392134,153624,291083,270242,13,0,0,-1,71,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
392134,153624,25792,0,1,0,0,-1,53,0,203,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
478885,153420,396057,378790,23,0,0,-1,54,0,216,12,0,12,timeout,2337,3452,0,7334,1,431,False,22687105,156100
