inv_time,inv_memory,arity,update_pct,procs,drop_method,num_nodes,num_links,num_updates,total_conn,invariant,independent_cec,violated,total_time,total_mem
1071332,95300,8,100,1,ebpf,717,1020,254,2293,1,127,True,1584855,160836
501678,95300,8,100,1,ebpf,717,1020,254,2293,2,254,True,1584855,160836
2031906,95304,8,100,16,dropmon,717,1020,254,2293,1,127,True,2861743,160840
822777,95304,8,100,16,dropmon,717,1020,254,2293,2,254,True,2861743,160840
8689806,92076,6,0,4,ebpf,312,428,0,908,1,53,False,24909279,157612
16213180,92076,6,0,4,ebpf,312,428,0,908,2,106,False,24909279,157612
11299919,95008,8,0,12,ebpf,717,1020,0,2166,1,127,False,33724162,160544
22415634,95008,8,0,12,ebpf,717,1020,0,2166,2,254,False,33724162,160544
1190858,107636,12,100,4,ebpf,2337,3452,862,7765,1,431,True,1864129,173172
654331,107636,12,100,4,ebpf,2337,3452,862,7765,2,862,True,1864129,173172
1872011,92200,6,50,12,dropmon,312,428,52,934,1,53,True,2757678,157736
880994,92200,6,50,12,dropmon,312,428,52,934,2,106,True,2757678,157736
1776219,100316,10,100,8,dropmon,1372,1996,498,4489,1,249,True,2624634,165852
834816,100316,10,100,8,dropmon,1372,1996,498,4489,2,498,True,2624634,165852
1939938,107332,12,50,12,dropmon,2337,3452,430,7549,1,431,True,3878011,172868
1917516,107332,12,50,12,dropmon,2337,3452,430,7549,2,862,True,3878011,172868
6316389,90624,4,0,1,timeout,97,124,0,262,1,15,False,18550328,156160
12229105,90624,4,0,1,timeout,97,124,0,262,2,30,False,18550328,156160
689798,90636,4,50,1,timeout,97,124,14,269,1,15,True,3184511,156172
2489831,90636,4,50,1,timeout,97,124,14,269,2,30,True,3184511,156172
1492523,90648,4,100,8,timeout,97,124,30,277,1,15,True,2185004,156184
688627,90648,4,100,8,timeout,97,124,30,277,2,30,True,2185004,156184
42653055,99796,10,0,4,ebpf,1372,1996,0,4240,1,249,False,126238168,165332
83570286,99796,10,0,4,ebpf,1372,1996,0,4240,2,498,False,126238168,165332
1857918,95116,8,50,12,dropmon,717,1020,126,2229,1,127,True,2871991,160652
1003415,95116,8,50,12,dropmon,717,1020,126,2229,2,254,True,2871991,160652
2161917,95300,8,100,16,ebpf,717,1020,254,2293,1,127,True,3404675,160836
1235347,95300,8,100,16,ebpf,717,1020,254,2293,2,254,True,3404675,160836
1501238,90684,4,100,8,ebpf,97,124,30,277,1,15,True,2363829,156220
858860,90684,4,100,8,ebpf,97,124,30,277,2,30,True,2363829,156220
2017165,90684,4,100,12,ebpf,97,124,30,277,1,15,True,3035613,156220
1014531,90684,4,100,12,ebpf,97,124,30,277,2,30,True,3035613,156220
150416003,99796,10,0,1,ebpf,1372,1996,0,4240,1,249,False,406556299,165332
256122498,99796,10,0,1,ebpf,1372,1996,0,4240,2,498,False,406556299,165332
1199795,100312,10,100,4,ebpf,1372,1996,498,4489,1,249,True,1821889,165848
609524,100312,10,100,4,ebpf,1372,1996,498,4489,2,498,True,1821889,165848
2174084,100316,10,100,16,dropmon,1372,1996,498,4489,1,249,True,3493068,165852
1305420,100316,10,100,16,dropmon,1372,1996,498,4489,2,498,True,3493068,165852
7283149,90660,4,0,1,dropmon,97,124,0,262,1,15,False,20984752,156196
13696873,90660,4,0,1,dropmon,97,124,0,262,2,30,False,20984752,156196
4192559,92040,6,0,12,timeout,312,428,0,908,1,53,False,12209584,157576
8009341,92040,6,0,12,timeout,312,428,0,908,2,106,False,12209584,157576
1939401,95116,8,50,16,dropmon,717,1020,126,2229,1,127,True,3107733,160652
1161675,95116,8,50,16,dropmon,717,1020,126,2229,2,254,True,3107733,160652
1534425,92224,6,100,8,ebpf,312,428,106,961,1,53,True,2424370,157760
884592,92224,6,100,8,ebpf,312,428,106,961,2,106,True,2424370,157760
1699354,92164,6,50,12,timeout,312,428,52,934,1,53,True,2654030,157700
950729,92164,6,50,12,timeout,312,428,52,934,2,106,True,2654030,157700
875614,95304,8,100,1,dropmon,717,1020,254,2293,1,127,True,1337006,160840
450306,95304,8,100,1,dropmon,717,1020,254,2293,2,254,True,1337006,160840
1517584,99944,10,50,8,timeout,1372,1996,248,4364,1,249,True,3140375,165480
1603528,99944,10,50,8,timeout,1372,1996,248,4364,2,498,True,3140375,165480
2393884,107620,12,100,16,dropmon,2337,3452,862,7765,1,431,True,3725706,173156
1309682,107620,12,100,16,dropmon,2337,3452,862,7765,2,862,True,3725706,173156
947775,99980,10,50,1,dropmon,1372,1996,248,4364,1,249,True,8746904,165516
7782246,99980,10,50,1,dropmon,1372,1996,248,4364,2,498,True,8746904,165516
1002422,90672,4,50,1,dropmon,97,124,14,269,1,15,True,3736582,156208
2729417,90672,4,50,1,dropmon,97,124,14,269,2,30,True,3736582,156208
1984081,107340,12,50,12,ebpf,2337,3452,430,7549,1,431,True,2999666,172876
994837,107340,12,50,12,ebpf,2337,3452,430,7549,2,862,True,2999666,172876
1911212,107584,12,100,16,timeout,2337,3452,862,7765,1,431,True,3052873,173120
1120687,107584,12,100,16,timeout,2337,3452,862,7765,2,862,True,3052873,173120
2143744,92200,6,50,16,ebpf,312,428,52,934,1,53,True,3250480,157736
1100700,92200,6,50,16,ebpf,312,428,52,934,2,106,True,3250480,157736
1076237,90636,4,50,4,timeout,97,124,14,269,1,15,True,2266302,156172
1183888,90636,4,50,4,timeout,97,124,14,269,2,30,True,2266302,156172
774145,107296,12,50,1,timeout,2337,3452,430,7549,1,431,True,5608796,172832
4808494,107296,12,50,1,timeout,2337,3452,430,7549,2,862,True,5608796,172832
1103102,99976,10,50,1,ebpf,1372,1996,248,4364,1,249,True,1791942,165512
671985,99976,10,50,1,ebpf,1372,1996,248,4364,2,498,True,1791942,165512
1045219,90684,4,100,1,dropmon,97,124,30,277,1,15,True,1560014,156220
510133,90684,4,100,1,dropmon,97,124,30,277,2,30,True,1560014,156220
