inv_time,inv_memory,network,procs,drop_method,num_nodes,num_links,num_updates,total_conn,invariant,independent_cec,violated,total_time,total_mem
60790,14844,network-all,1,timeout,236,524,0,7349,391,3606,True,112994761,149340
62553,14844,network-all,1,timeout,236,524,0,7349,912,3606,True,112994761,149340
61644,14844,network-all,1,timeout,236,524,0,7349,1023,3606,True,112994761,149340
60929,14844,network-all,1,timeout,236,524,0,7349,109,3606,True,112994761,149340
60085,14844,network-all,1,timeout,236,524,0,7349,552,3606,True,112994761,149340
69584,14844,network-all,1,timeout,236,524,0,7349,866,3606,True,112994761,149340
58226,14844,network-all,1,timeout,236,524,0,7349,334,3606,True,112994761,149340
64423,14844,network-all,1,timeout,236,524,0,7349,245,3606,True,112994761,149340
657337,14844,network-all,1,timeout,236,524,0,7349,1030,3606,True,112994761,149340
58932,14844,network-all,1,timeout,236,524,0,7349,304,3606,True,112994761,149340
61552,14844,network-all,1,timeout,236,524,0,7349,66,3606,True,112994761,149340
64241,14844,network-all,1,timeout,236,524,0,7349,812,3606,True,112994761,149340
67200,14844,network-all,1,timeout,236,524,0,7349,711,3606,True,112994761,149340
60868,14844,network-all,1,timeout,236,524,0,7349,558,3606,True,112994761,149340
61465,14844,network-all,1,timeout,236,524,0,7349,959,3606,True,112994761,149340
60862,14844,network-all,1,timeout,236,524,0,7349,242,3606,True,112994761,149340
60074,14844,network-all,1,timeout,236,524,0,7349,228,3606,True,112994761,149340
64717,14844,network-all,1,timeout,236,524,0,7349,489,3606,True,112994761,149340
58726,14844,network-all,1,timeout,236,524,0,7349,857,3606,True,112994761,149340
60750,14844,network-all,1,timeout,236,524,0,7349,692,3606,True,112994761,149340
58771,14844,network-all,1,timeout,236,524,0,7349,168,3606,True,112994761,149340
61440,14844,network-all,1,timeout,236,524,0,7349,751,3606,True,112994761,149340
62160,14844,network-all,1,timeout,236,524,0,7349,792,3606,True,112994761,149340
64324,14844,network-all,1,timeout,236,524,0,7349,820,3606,True,112994761,149340
61230,14844,network-all,1,timeout,236,524,0,7349,395,3606,True,112994761,149340
58392,14844,network-all,1,timeout,236,524,0,7349,51,3606,True,112994761,149340
64352,14844,network-all,1,timeout,236,524,0,7349,674,3606,True,112994761,149340
69520,14844,network-all,1,timeout,236,524,0,7349,547,3606,True,112994761,149340
58152,14844,network-all,1,timeout,236,524,0,7349,292,3606,True,112994761,149340
61760,14844,network-all,1,timeout,236,524,0,7349,467,3606,True,112994761,149340
59790,14844,network-all,1,timeout,236,524,0,7349,802,3606,True,112994761,149340
60103,14844,network-all,1,timeout,236,524,0,7349,681,3606,True,112994761,149340
58466,14844,network-all,1,timeout,236,524,0,7349,922,3606,True,112994761,149340
71660,14844,network-all,1,timeout,236,524,0,7349,833,3606,True,112994761,149340
59898,14844,network-all,1,timeout,236,524,0,7349,855,3606,True,112994761,149340
60070,14844,network-all,1,timeout,236,524,0,7349,252,3606,True,112994761,149340
61486,14844,network-all,1,timeout,236,524,0,7349,417,3606,True,112994761,149340
86687,14844,network-all,1,timeout,236,524,0,7349,546,3606,True,112994761,149340
59112,14844,network-all,1,timeout,236,524,0,7349,182,3606,True,112994761,149340
64247,14844,network-all,1,timeout,236,524,0,7349,1,3606,True,112994761,149340
61586,14844,network-all,1,timeout,236,524,0,7349,251,3606,True,112994761,149340
62349,14844,network-all,1,timeout,236,524,0,7349,656,3606,True,112994761,149340
58601,14844,network-all,1,timeout,236,524,0,7349,741,3606,True,112994761,149340
59086,14844,network-all,1,timeout,236,524,0,7349,494,3606,True,112994761,149340
60963,14844,network-all,1,timeout,236,524,0,7349,670,3606,True,112994761,149340
65272,14844,network-all,1,timeout,236,524,0,7349,172,3606,True,112994761,149340
84011,14844,network-all,1,timeout,236,524,0,7349,870,3606,True,112994761,149340
59741,14844,network-all,1,timeout,236,524,0,7349,17,3606,True,112994761,149340
65394,14844,network-all,1,timeout,236,524,0,7349,284,3606,True,112994761,149340
60768,14844,network-all,1,timeout,236,524,0,7349,76,3606,True,112994761,149340
59202,14844,network-all,1,timeout,236,524,0,7349,754,3606,True,112994761,149340
67279,14844,network-all,1,timeout,236,524,0,7349,736,3606,True,112994761,149340
58972,14844,network-all,1,timeout,236,524,0,7349,255,3606,True,112994761,149340
59750,14844,network-all,1,timeout,236,524,0,7349,144,3606,True,112994761,149340
61622,14844,network-all,1,timeout,236,524,0,7349,505,3606,True,112994761,149340
59941,14844,network-all,1,timeout,236,524,0,7349,47,3606,True,112994761,149340
66537,14844,network-all,1,timeout,236,524,0,7349,240,3606,True,112994761,149340
59751,14844,network-all,1,timeout,236,524,0,7349,218,3606,True,112994761,149340
1039184,14844,network-all,1,timeout,236,524,0,7349,1031,3606,True,112994761,149340
57494,14844,network-all,1,timeout,236,524,0,7349,383,3606,True,112994761,149340
58907,14844,network-all,1,timeout,236,524,0,7349,122,3606,True,112994761,149340
59021,14844,network-all,1,timeout,236,524,0,7349,577,3606,True,112994761,149340
63146,14844,network-all,1,timeout,236,524,0,7349,224,3606,True,112994761,149340
58048,14844,network-all,1,timeout,236,524,0,7349,581,3606,True,112994761,149340
62634,14844,network-all,1,timeout,236,524,0,7349,553,3606,True,112994761,149340
67409,14844,network-all,1,timeout,236,524,0,7349,456,3606,True,112994761,149340
57882,14844,network-all,1,timeout,236,524,0,7349,611,3606,True,112994761,149340
59116,14844,network-all,1,timeout,236,524,0,7349,145,3606,True,112994761,149340
58800,14844,network-all,1,timeout,236,524,0,7349,60,3606,True,112994761,149340
62751,14844,network-all,1,timeout,236,524,0,7349,819,3606,True,112994761,149340
56588,14844,network-all,1,timeout,236,524,0,7349,559,3606,True,112994761,149340
60811,14844,network-all,1,timeout,236,524,0,7349,72,3606,True,112994761,149340
62817,14844,network-all,1,timeout,236,524,0,7349,426,3606,True,112994761,149340
66738,14844,network-all,1,timeout,236,524,0,7349,556,3606,True,112994761,149340
64201,14844,network-all,1,timeout,236,524,0,7349,706,3606,True,112994761,149340
63931,14844,network-all,1,timeout,236,524,0,7349,735,3606,True,112994761,149340
66334,14844,network-all,1,timeout,236,524,0,7349,258,3606,True,112994761,149340
60175,14844,network-all,1,timeout,236,524,0,7349,519,3606,True,112994761,149340
61482,14844,network-all,1,timeout,236,524,0,7349,452,3606,True,112994761,149340
58050,14844,network-all,1,timeout,236,524,0,7349,923,3606,True,112994761,149340
56272,14844,network-all,1,timeout,236,524,0,7349,756,3606,True,112994761,149340
58670,14844,network-all,1,timeout,236,524,0,7349,191,3606,True,112994761,149340
58919,14844,network-all,1,timeout,236,524,0,7349,374,3606,True,112994761,149340
61202,14844,network-all,1,timeout,236,524,0,7349,695,3606,True,112994761,149340
57707,14844,network-all,1,timeout,236,524,0,7349,92,3606,True,112994761,149340
57409,14844,network-all,1,timeout,236,524,0,7349,499,3606,True,112994761,149340
69710,14844,network-all,1,timeout,236,524,0,7349,174,3606,True,112994761,149340
63993,14844,network-all,1,timeout,236,524,0,7349,853,3606,True,112994761,149340
61263,14844,network-all,1,timeout,236,524,0,7349,647,3606,True,112994761,149340
57788,14844,network-all,1,timeout,236,524,0,7349,24,3606,True,112994761,149340
60918,14844,network-all,1,timeout,236,524,0,7349,385,3606,True,112994761,149340
59575,14844,network-all,1,timeout,236,524,0,7349,616,3606,True,112994761,149340
88913,14844,network-all,1,timeout,236,524,0,7349,589,3606,True,112994761,149340
60643,14844,network-all,1,timeout,236,524,0,7349,457,3606,True,112994761,149340
60343,14844,network-all,1,timeout,236,524,0,7349,595,3606,True,112994761,149340
58887,14844,network-all,1,timeout,236,524,0,7349,713,3606,True,112994761,149340
57946,14844,network-all,1,timeout,236,524,0,7349,88,3606,True,112994761,149340
58522,14844,network-all,1,timeout,236,524,0,7349,196,3606,True,112994761,149340
60317,14844,network-all,1,timeout,236,524,0,7349,993,3606,True,112994761,149340
62842,14844,network-all,1,timeout,236,524,0,7349,303,3606,True,112994761,149340
59869,14844,network-all,1,timeout,236,524,0,7349,650,3606,True,112994761,149340
58360,14844,network-all,1,timeout,236,524,0,7349,112,3606,True,112994761,149340
58628,14844,network-all,1,timeout,236,524,0,7349,77,3606,True,112994761,149340
56564,14844,network-all,1,timeout,236,524,0,7349,205,3606,True,112994761,149340
59739,14844,network-all,1,timeout,236,524,0,7349,594,3606,True,112994761,149340
61623,14844,network-all,1,timeout,236,524,0,7349,814,3606,True,112994761,149340
56473,14844,network-all,1,timeout,236,524,0,7349,403,3606,True,112994761,149340
61357,14844,network-all,1,timeout,236,524,0,7349,818,3606,True,112994761,149340
64546,14844,network-all,1,timeout,236,524,0,7349,359,3606,True,112994761,149340
66110,14844,network-all,1,timeout,236,524,0,7349,868,3606,True,112994761,149340
57300,14844,network-all,1,timeout,236,524,0,7349,831,3606,True,112994761,149340
58184,14844,network-all,1,timeout,236,524,0,7349,110,3606,True,112994761,149340
59943,14844,network-all,1,timeout,236,524,0,7349,483,3606,True,112994761,149340
65301,14844,network-all,1,timeout,236,524,0,7349,998,3606,True,112994761,149340
66604,14844,network-all,1,timeout,236,524,0,7349,874,3606,True,112994761,149340
60824,14844,network-all,1,timeout,236,524,0,7349,737,3606,True,112994761,149340
58831,14844,network-all,1,timeout,236,524,0,7349,123,3606,True,112994761,149340
64348,14844,network-all,1,timeout,236,524,0,7349,953,3606,True,112994761,149340
1264619,14844,network-all,1,timeout,236,524,0,7349,1046,3606,True,112994761,149340
58316,14844,network-all,1,timeout,236,524,0,7349,531,3606,True,112994761,149340
59250,14844,network-all,1,timeout,236,524,0,7349,177,3606,True,112994761,149340
59510,14844,network-all,1,timeout,236,524,0,7349,763,3606,True,112994761,149340
60641,14844,network-all,1,timeout,236,524,0,7349,685,3606,True,112994761,149340
58891,14844,network-all,1,timeout,236,524,0,7349,551,3606,True,112994761,149340
64088,14844,network-all,1,timeout,236,524,0,7349,419,3606,True,112994761,149340
62376,14844,network-all,1,timeout,236,524,0,7349,103,3606,True,112994761,149340
57894,14844,network-all,1,timeout,236,524,0,7349,203,3606,True,112994761,149340
58295,14844,network-all,1,timeout,236,524,0,7349,783,3606,True,112994761,149340
58707,14844,network-all,1,timeout,236,524,0,7349,48,3606,True,112994761,149340
57903,14844,network-all,1,timeout,236,524,0,7349,888,3606,True,112994761,149340
60460,14844,network-all,1,timeout,236,524,0,7349,470,3606,True,112994761,149340
63579,14844,network-all,1,timeout,236,524,0,7349,1011,3606,True,112994761,149340
61870,14844,network-all,1,timeout,236,524,0,7349,331,3606,True,112994761,149340
60594,14844,network-all,1,timeout,236,524,0,7349,147,3606,True,112994761,149340
68229,14844,network-all,1,timeout,236,524,0,7349,52,3606,True,112994761,149340
628104,14844,network-all,1,timeout,236,524,0,7349,1026,3606,True,112994761,149340
59220,14844,network-all,1,timeout,236,524,0,7349,766,3606,True,112994761,149340
58576,14844,network-all,1,timeout,236,524,0,7349,991,3606,True,112994761,149340
87522,14844,network-all,1,timeout,236,524,0,7349,346,3606,True,112994761,149340
57713,14844,network-all,1,timeout,236,524,0,7349,100,3606,True,112994761,149340
60562,14844,network-all,1,timeout,236,524,0,7349,315,3606,True,112994761,149340
58944,14844,network-all,1,timeout,236,524,0,7349,469,3606,True,112994761,149340
57977,14844,network-all,1,timeout,236,524,0,7349,114,3606,True,112994761,149340
61038,14844,network-all,1,timeout,236,524,0,7349,665,3606,True,112994761,149340
61223,14844,network-all,1,timeout,236,524,0,7349,332,3606,True,112994761,149340
58928,14844,network-all,1,timeout,236,524,0,7349,604,3606,True,112994761,149340
60780,14844,network-all,1,timeout,236,524,0,7349,431,3606,True,112994761,149340
62543,14844,network-all,1,timeout,236,524,0,7349,661,3606,True,112994761,149340
61843,14844,network-all,1,timeout,236,524,0,7349,716,3606,True,112994761,149340
59269,14844,network-all,1,timeout,236,524,0,7349,601,3606,True,112994761,149340
60864,14844,network-all,1,timeout,236,524,0,7349,893,3606,True,112994761,149340
58055,14844,network-all,1,timeout,236,524,0,7349,178,3606,True,112994761,149340
59010,14844,network-all,1,timeout,236,524,0,7349,585,3606,True,112994761,149340
65493,14844,network-all,1,timeout,236,524,0,7349,409,3606,True,112994761,149340
60103,14844,network-all,1,timeout,236,524,0,7349,316,3606,True,112994761,149340
68394,14844,network-all,1,timeout,236,524,0,7349,995,3606,True,112994761,149340
63859,14844,network-all,1,timeout,236,524,0,7349,81,3606,True,112994761,149340
58337,14844,network-all,1,timeout,236,524,0,7349,253,3606,True,112994761,149340
61068,14844,network-all,1,timeout,236,524,0,7349,989,3606,True,112994761,149340
59043,14844,network-all,1,timeout,236,524,0,7349,615,3606,True,112994761,149340
61801,14844,network-all,1,timeout,236,524,0,7349,723,3606,True,112994761,149340
72705,14844,network-all,1,timeout,236,524,0,7349,474,3606,True,112994761,149340
67800,14844,network-all,1,timeout,236,524,0,7349,955,3606,True,112994761,149340
58530,14844,network-all,1,timeout,236,524,0,7349,755,3606,True,112994761,149340
64669,14844,network-all,1,timeout,236,524,0,7349,491,3606,True,112994761,149340
69868,14844,network-all,1,timeout,236,524,0,7349,847,3606,True,112994761,149340
62082,14844,network-all,1,timeout,236,524,0,7349,286,3606,True,112994761,149340
73508,14844,network-all,1,timeout,236,524,0,7349,791,3606,True,112994761,149340
72672,14844,network-all,1,timeout,236,524,0,7349,962,3606,True,112994761,149340
60894,14844,network-all,1,timeout,236,524,0,7349,571,3606,True,112994761,149340
58834,14844,network-all,1,timeout,236,524,0,7349,363,3606,True,112994761,149340
65013,14844,network-all,1,timeout,236,524,0,7349,323,3606,True,112994761,149340
88810,14844,network-all,1,timeout,236,524,0,7349,629,3606,True,112994761,149340
58755,14844,network-all,1,timeout,236,524,0,7349,986,3606,True,112994761,149340
59341,14844,network-all,1,timeout,236,524,0,7349,886,3606,True,112994761,149340
58723,14844,network-all,1,timeout,236,524,0,7349,507,3606,True,112994761,149340
57377,14844,network-all,1,timeout,236,524,0,7349,565,3606,True,112994761,149340
59316,14844,network-all,1,timeout,236,524,0,7349,115,3606,True,112994761,149340
67259,14844,network-all,1,timeout,236,524,0,7349,440,3606,True,112994761,149340
59991,14844,network-all,1,timeout,236,524,0,7349,314,3606,True,112994761,149340
59492,14844,network-all,1,timeout,236,524,0,7349,719,3606,True,112994761,149340
58901,14844,network-all,1,timeout,236,524,0,7349,265,3606,True,112994761,149340
58449,14844,network-all,1,timeout,236,524,0,7349,308,3606,True,112994761,149340
62085,14844,network-all,1,timeout,236,524,0,7349,235,3606,True,112994761,149340
655448,14844,network-all,1,timeout,236,524,0,7349,1048,3606,True,112994761,149340
64362,14844,network-all,1,timeout,236,524,0,7349,366,3606,True,112994761,149340
63521,14844,network-all,1,timeout,236,524,0,7349,486,3606,True,112994761,149340
64479,14844,network-all,1,timeout,236,524,0,7349,625,3606,True,112994761,149340
67641,14844,network-all,1,timeout,236,524,0,7349,480,3606,True,112994761,149340
57918,14844,network-all,1,timeout,236,524,0,7349,911,3606,True,112994761,149340
60317,14844,network-all,1,timeout,236,524,0,7349,492,3606,True,112994761,149340
62228,14844,network-all,1,timeout,236,524,0,7349,39,3606,True,112994761,149340
68222,14844,network-all,1,timeout,236,524,0,7349,597,3606,True,112994761,149340
62875,14844,network-all,1,timeout,236,524,0,7349,290,3606,True,112994761,149340
61727,14844,network-all,1,timeout,236,524,0,7349,512,3606,True,112994761,149340
71987,14844,network-all,1,timeout,236,524,0,7349,534,3606,True,112994761,149340
57606,14844,network-all,1,timeout,236,524,0,7349,544,3606,True,112994761,149340
62791,14844,network-all,1,timeout,236,524,0,7349,146,3606,True,112994761,149340
71718,14844,network-all,1,timeout,236,524,0,7349,1012,3606,True,112994761,149340
62864,14844,network-all,1,timeout,236,524,0,7349,243,3606,True,112994761,149340
58286,14844,network-all,1,timeout,236,524,0,7349,352,3606,True,112994761,149340
58325,14844,network-all,1,timeout,236,524,0,7349,127,3606,True,112994761,149340
59708,14844,network-all,1,timeout,236,524,0,7349,291,3606,True,112994761,149340
60015,14844,network-all,1,timeout,236,524,0,7349,137,3606,True,112994761,149340
58227,14844,network-all,1,timeout,236,524,0,7349,120,3606,True,112994761,149340
74111,14844,network-all,1,timeout,236,524,0,7349,198,3606,True,112994761,149340
66820,14844,network-all,1,timeout,236,524,0,7349,490,3606,True,112994761,149340
64574,14844,network-all,1,timeout,236,524,0,7349,140,3606,True,112994761,149340
88582,14844,network-all,1,timeout,236,524,0,7349,298,3606,True,112994761,149340
66738,14844,network-all,1,timeout,236,524,0,7349,876,3606,True,112994761,149340
57535,14844,network-all,1,timeout,236,524,0,7349,354,3606,True,112994761,149340
58831,14844,network-all,1,timeout,236,524,0,7349,9,3606,True,112994761,149340
70960,14844,network-all,1,timeout,236,524,0,7349,365,3606,True,112994761,149340
57301,14844,network-all,1,timeout,236,524,0,7349,770,3606,True,112994761,149340
62667,14844,network-all,1,timeout,236,524,0,7349,935,3606,True,112994761,149340
59248,14844,network-all,1,timeout,236,524,0,7349,660,3606,True,112994761,149340
63800,14844,network-all,1,timeout,236,524,0,7349,458,3606,True,112994761,149340
58155,14844,network-all,1,timeout,236,524,0,7349,617,3606,True,112994761,149340
69308,14844,network-all,1,timeout,236,524,0,7349,941,3606,True,112994761,149340
61120,14844,network-all,1,timeout,236,524,0,7349,488,3606,True,112994761,149340
62675,14844,network-all,1,timeout,236,524,0,7349,569,3606,True,112994761,149340
59438,14844,network-all,1,timeout,236,524,0,7349,566,3606,True,112994761,149340
58488,14844,network-all,1,timeout,236,524,0,7349,381,3606,True,112994761,149340
60451,14844,network-all,1,timeout,236,524,0,7349,750,3606,True,112994761,149340
60634,14844,network-all,1,timeout,236,524,0,7349,441,3606,True,112994761,149340
60594,14844,network-all,1,timeout,236,524,0,7349,678,3606,True,112994761,149340
58356,14844,network-all,1,timeout,236,524,0,7349,8,3606,True,112994761,149340
669792,14844,network-all,1,timeout,236,524,0,7349,1054,3606,True,112994761,149340
63889,14844,network-all,1,timeout,236,524,0,7349,864,3606,True,112994761,149340
63310,14844,network-all,1,timeout,236,524,0,7349,642,3606,True,112994761,149340
61439,14844,network-all,1,timeout,236,524,0,7349,418,3606,True,112994761,149340
58633,14844,network-all,1,timeout,236,524,0,7349,256,3606,True,112994761,149340
61972,14844,network-all,1,timeout,236,524,0,7349,190,3606,True,112994761,149340
60934,14844,network-all,1,timeout,236,524,0,7349,725,3606,True,112994761,149340
67576,14844,network-all,1,timeout,236,524,0,7349,697,3606,True,112994761,149340
57634,14844,network-all,1,timeout,236,524,0,7349,119,3606,True,112994761,149340
60354,14844,network-all,1,timeout,236,524,0,7349,522,3606,True,112994761,149340
58150,14844,network-all,1,timeout,236,524,0,7349,355,3606,True,112994761,149340
75538,14844,network-all,1,timeout,236,524,0,7349,846,3606,True,112994761,149340
60274,14844,network-all,1,timeout,236,524,0,7349,339,3606,True,112994761,149340
65185,14844,network-all,1,timeout,236,524,0,7349,402,3606,True,112994761,149340
660799,14844,network-all,1,timeout,236,524,0,7349,1043,3606,True,112994761,149340
64665,14844,network-all,1,timeout,236,524,0,7349,630,3606,True,112994761,149340
60959,14844,network-all,1,timeout,236,524,0,7349,170,3606,True,112994761,149340
60815,14844,network-all,1,timeout,236,524,0,7349,973,3606,True,112994761,149340
60436,14844,network-all,1,timeout,236,524,0,7349,648,3606,True,112994761,149340
59177,14844,network-all,1,timeout,236,524,0,7349,433,3606,True,112994761,149340
59031,14844,network-all,1,timeout,236,524,0,7349,275,3606,True,112994761,149340
64983,14844,network-all,1,timeout,236,524,0,7349,131,3606,True,112994761,149340
57810,14844,network-all,1,timeout,236,524,0,7349,357,3606,True,112994761,149340
59448,14844,network-all,1,timeout,236,524,0,7349,311,3606,True,112994761,149340
68237,14844,network-all,1,timeout,236,524,0,7349,624,3606,True,112994761,149340
67743,14844,network-all,1,timeout,236,524,0,7349,568,3606,True,112994761,149340
60277,14844,network-all,1,timeout,236,524,0,7349,561,3606,True,112994761,149340
61025,14844,network-all,1,timeout,236,524,0,7349,984,3606,True,112994761,149340
58955,14844,network-all,1,timeout,236,524,0,7349,777,3606,True,112994761,149340
61390,14844,network-all,1,timeout,236,524,0,7349,435,3606,True,112994761,149340
63632,14844,network-all,1,timeout,236,524,0,7349,835,3606,True,112994761,149340
57166,14844,network-all,1,timeout,236,524,0,7349,407,3606,True,112994761,149340
71007,14844,network-all,1,timeout,236,524,0,7349,620,3606,True,112994761,149340
55489,14844,network-all,1,timeout,236,524,0,7349,12,3606,True,112994761,149340
65522,14844,network-all,1,timeout,236,524,0,7349,994,3606,True,112994761,149340
62088,14844,network-all,1,timeout,236,524,0,7349,362,3606,True,112994761,149340
58704,14844,network-all,1,timeout,236,524,0,7349,380,3606,True,112994761,149340
61943,14844,network-all,1,timeout,236,524,0,7349,892,3606,True,112994761,149340
60635,14844,network-all,1,timeout,236,524,0,7349,966,3606,True,112994761,149340
67933,14844,network-all,1,timeout,236,524,0,7349,845,3606,True,112994761,149340
58018,14844,network-all,1,timeout,236,524,0,7349,567,3606,True,112994761,149340
62475,14844,network-all,1,timeout,236,524,0,7349,124,3606,True,112994761,149340
61149,14844,network-all,1,timeout,236,524,0,7349,964,3606,True,112994761,149340
58833,14844,network-all,1,timeout,236,524,0,7349,356,3606,True,112994761,149340
59952,14844,network-all,1,timeout,236,524,0,7349,667,3606,True,112994761,149340
60907,14844,network-all,1,timeout,236,524,0,7349,335,3606,True,112994761,149340
59923,14844,network-all,1,timeout,236,524,0,7349,742,3606,True,112994761,149340
65389,14844,network-all,1,timeout,236,524,0,7349,249,3606,True,112994761,149340
61767,14844,network-all,1,timeout,236,524,0,7349,105,3606,True,112994761,149340
73827,14844,network-all,1,timeout,236,524,0,7349,659,3606,True,112994761,149340
64747,14844,network-all,1,timeout,236,524,0,7349,753,3606,True,112994761,149340
57893,14844,network-all,1,timeout,236,524,0,7349,493,3606,True,112994761,149340
60761,14844,network-all,1,timeout,236,524,0,7349,341,3606,True,112994761,149340
67446,14844,network-all,1,timeout,236,524,0,7349,668,3606,True,112994761,149340
60535,14844,network-all,1,timeout,236,524,0,7349,795,3606,True,112994761,149340
57766,14844,network-all,1,timeout,236,524,0,7349,153,3606,True,112994761,149340
62535,14844,network-all,1,timeout,236,524,0,7349,721,3606,True,112994761,149340
60749,14844,network-all,1,timeout,236,524,0,7349,898,3606,True,112994761,149340
59472,14844,network-all,1,timeout,236,524,0,7349,772,3606,True,112994761,149340
61015,14844,network-all,1,timeout,236,524,0,7349,765,3606,True,112994761,149340
64875,14844,network-all,1,timeout,236,524,0,7349,863,3606,True,112994761,149340
58148,14844,network-all,1,timeout,236,524,0,7349,541,3606,True,112994761,149340
76014,14844,network-all,1,timeout,236,524,0,7349,267,3606,True,112994761,149340
59072,14844,network-all,1,timeout,236,524,0,7349,610,3606,True,112994761,149340
61381,14844,network-all,1,timeout,236,524,0,7349,472,3606,True,112994761,149340
64882,14844,network-all,1,timeout,236,524,0,7349,442,3606,True,112994761,149340
61593,14844,network-all,1,timeout,236,524,0,7349,528,3606,True,112994761,149340
64600,14844,network-all,1,timeout,236,524,0,7349,897,3606,True,112994761,149340
60015,14844,network-all,1,timeout,236,524,0,7349,579,3606,True,112994761,149340
59875,14844,network-all,1,timeout,236,524,0,7349,49,3606,True,112994761,149340
78696,14844,network-all,1,timeout,236,524,0,7349,533,3606,True,112994761,149340
58897,14844,network-all,1,timeout,236,524,0,7349,602,3606,True,112994761,149340
59896,14844,network-all,1,timeout,236,524,0,7349,271,3606,True,112994761,149340
61417,14844,network-all,1,timeout,236,524,0,7349,230,3606,True,112994761,149340
60099,14844,network-all,1,timeout,236,524,0,7349,169,3606,True,112994761,149340
60779,14844,network-all,1,timeout,236,524,0,7349,369,3606,True,112994761,149340
56216,14844,network-all,1,timeout,236,524,0,7349,206,3606,True,112994761,149340
62177,14844,network-all,1,timeout,236,524,0,7349,931,3606,True,112994761,149340
64928,14844,network-all,1,timeout,236,524,0,7349,793,3606,True,112994761,149340
58993,14844,network-all,1,timeout,236,524,0,7349,664,3606,True,112994761,149340
63662,14844,network-all,1,timeout,236,524,0,7349,643,3606,True,112994761,149340
1889479,14844,network-all,1,timeout,236,524,0,7349,1053,3606,True,112994761,149340
59597,14844,network-all,1,timeout,236,524,0,7349,482,3606,True,112994761,149340
60010,14844,network-all,1,timeout,236,524,0,7349,29,3606,True,112994761,149340
63707,14844,network-all,1,timeout,236,524,0,7349,477,3606,True,112994761,149340
58407,14844,network-all,1,timeout,236,524,0,7349,985,3606,True,112994761,149340
640798,14844,network-all,1,timeout,236,524,0,7349,1029,3606,True,112994761,149340
59586,14844,network-all,1,timeout,236,524,0,7349,32,3606,True,112994761,149340
64299,14844,network-all,1,timeout,236,524,0,7349,340,3606,True,112994761,149340
62183,14844,network-all,1,timeout,236,524,0,7349,975,3606,True,112994761,149340
65307,14844,network-all,1,timeout,236,524,0,7349,1008,3606,True,112994761,149340
59173,14844,network-all,1,timeout,236,524,0,7349,263,3606,True,112994761,149340
62097,14844,network-all,1,timeout,236,524,0,7349,424,3606,True,112994761,149340
58049,14844,network-all,1,timeout,236,524,0,7349,78,3606,True,112994761,149340
58771,14844,network-all,1,timeout,236,524,0,7349,485,3606,True,112994761,149340
59452,14844,network-all,1,timeout,236,524,0,7349,199,3606,True,112994761,149340
59525,14844,network-all,1,timeout,236,524,0,7349,849,3606,True,112994761,149340
970951,14844,network-all,1,timeout,236,524,0,7349,1038,3606,True,112994761,149340
59158,14844,network-all,1,timeout,236,524,0,7349,371,3606,True,112994761,149340
67888,14844,network-all,1,timeout,236,524,0,7349,717,3606,True,112994761,149340
57291,14844,network-all,1,timeout,236,524,0,7349,15,3606,True,112994761,149340
659392,14844,network-all,1,timeout,236,524,0,7349,1036,3606,True,112994761,149340
62251,14844,network-all,1,timeout,236,524,0,7349,677,3606,True,112994761,149340
59973,14844,network-all,1,timeout,236,524,0,7349,549,3606,True,112994761,149340
76559,14844,network-all,1,timeout,236,524,0,7349,455,3606,True,112994761,149340
60684,14844,network-all,1,timeout,236,524,0,7349,248,3606,True,112994761,149340
61363,14844,network-all,1,timeout,236,524,0,7349,712,3606,True,112994761,149340
61460,14844,network-all,1,timeout,236,524,0,7349,965,3606,True,112994761,149340
62248,14844,network-all,1,timeout,236,524,0,7349,192,3606,True,112994761,149340
63147,14844,network-all,1,timeout,236,524,0,7349,281,3606,True,112994761,149340
66469,14844,network-all,1,timeout,236,524,0,7349,644,3606,True,112994761,149340
61143,14844,network-all,1,timeout,236,524,0,7349,584,3606,True,112994761,149340
74764,14844,network-all,1,timeout,236,524,0,7349,158,3606,True,112994761,149340
64786,14844,network-all,1,timeout,236,524,0,7349,654,3606,True,112994761,149340
63000,14844,network-all,1,timeout,236,524,0,7349,599,3606,True,112994761,149340
58152,14844,network-all,1,timeout,236,524,0,7349,612,3606,True,112994761,149340
61036,14844,network-all,1,timeout,236,524,0,7349,310,3606,True,112994761,149340
67066,14844,network-all,1,timeout,236,524,0,7349,1006,3606,True,112994761,149340
63001,14844,network-all,1,timeout,236,524,0,7349,673,3606,True,112994761,149340
65288,14844,network-all,1,timeout,236,524,0,7349,903,3606,True,112994761,149340
59199,14844,network-all,1,timeout,236,524,0,7349,37,3606,True,112994761,149340
59686,14844,network-all,1,timeout,236,524,0,7349,241,3606,True,112994761,149340
57779,14844,network-all,1,timeout,236,524,0,7349,384,3606,True,112994761,149340
66707,14844,network-all,1,timeout,236,524,0,7349,590,3606,True,112994761,149340
63343,14844,network-all,1,timeout,236,524,0,7349,838,3606,True,112994761,149340
1300465,14844,network-all,1,timeout,236,524,0,7349,1047,3606,True,112994761,149340
65388,14844,network-all,1,timeout,236,524,0,7349,325,3606,True,112994761,149340
67491,14844,network-all,1,timeout,236,524,0,7349,957,3606,True,112994761,149340
64746,14844,network-all,1,timeout,236,524,0,7349,266,3606,True,112994761,149340
