inv_time,inv_memory,network,emulated_pct,fw_leaves_pct,invariants,procs,drop_method,num_nodes,num_links,num_updates,total_conn,invariant,independent_cec,violated,total_time,total_mem
5562543,946544,as-733,12,20,16,1,timeout,1470,3131,0,441471,4,1,False,38663638,951552
416783,946688,as-733,12,20,16,1,timeout,1470,3131,0,441471,1,1,False,38663638,951552
5501508,946544,as-733,12,20,16,1,timeout,1470,3131,0,441471,9,1,False,38663638,951552
763568,946544,as-733,12,20,16,1,timeout,1470,3131,0,441471,8,1,False,38663638,951552
2767425,946544,as-733,12,20,16,1,timeout,1470,3131,0,441471,12,1,False,38663638,951552
1586891,946688,as-733,12,20,16,1,timeout,1470,3131,0,441471,15,1,True,38663638,951552
383981,946544,as-733,12,20,16,1,timeout,1470,3131,0,441471,7,1,False,38663638,951552
863002,946544,as-733,12,20,16,1,timeout,1470,3131,0,441471,11,1,False,38663638,951552
3934444,946688,as-733,12,20,16,1,timeout,1470,3131,0,441471,6,1,True,38663638,951552
749104,946544,as-733,12,20,16,1,timeout,1470,3131,0,441471,10,1,False,38663638,951552
786597,946544,as-733,12,20,16,1,timeout,1470,3131,0,441471,2,1,False,38663638,951552
5632466,946544,as-733,12,20,16,1,timeout,1470,3131,0,441471,14,1,True,38663638,951552
405700,946544,as-733,12,20,16,1,timeout,1470,3131,0,441471,13,1,False,38663638,951552
385352,946544,as-733,12,20,16,1,timeout,1470,3131,0,441471,3,1,False,38663638,951552
430117,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,16,1,False,5630707,144112
271862,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,5,1,True,5630707,144112
522584,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,4,1,False,5630707,144112
237796,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,1,1,True,5630707,144112
291885,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,9,1,False,5630707,144112
292812,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,8,1,False,5630707,144112
504532,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,12,1,False,5630707,144112
312989,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,15,1,False,5630707,144112
271307,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,7,1,True,5630707,144112
281065,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,11,1,False,5630707,144112
281507,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,6,1,False,5630707,144112
461755,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,10,1,False,5630707,144112
280533,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,2,1,False,5630707,144112
515661,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,14,1,False,5630707,144112
297156,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,13,1,False,5630707,144112
281911,9760,rocketfuel-bb-AS-1755,8,20,16,1,timeout,87,161,0,22701,3,1,False,5630707,144112
416411,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,16,1,False,26075790,836784
736435,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,5,1,False,26075790,836784
2237855,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,4,1,True,26075790,836784
2296442,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,1,1,False,26075790,836784
2855685,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,9,1,True,26075790,836784
397827,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,8,1,False,26075790,836784
758090,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,12,1,False,26075790,836784
2664054,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,15,1,False,26075790,836784
423049,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,7,1,False,26075790,836784
2299066,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,11,1,True,26075790,836784
2128014,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,6,1,False,26075790,836784
2347795,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,10,1,True,26075790,836784
2302887,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,2,1,False,26075790,836784
426641,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,14,1,False,26075790,836784
734577,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,13,1,False,26075790,836784
392421,831824,as-733,20,20,16,1,timeout,1470,3131,0,441471,3,1,False,26075790,836784
283443,9888,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,16,1,True,5230965,144096
376846,9744,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,5,1,False,5230965,144096
276956,9744,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,4,1,False,5230965,144096
392693,9888,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,1,1,True,5230965,144096
298479,9744,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,9,1,False,5230965,144096
327878,9744,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,8,1,False,5230965,144096
362491,9744,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,12,1,False,5230965,144096
299696,9744,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,15,1,False,5230965,144096
331187,9888,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,7,1,True,5230965,144096
283104,9888,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,11,1,True,5230965,144096
365098,9888,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,6,1,True,5230965,144096
306094,9888,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,10,1,True,5230965,144096
276530,9744,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,2,1,False,5230965,144096
292670,9744,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,14,1,False,5230965,144096
371334,9888,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,13,1,True,5230965,144096
285462,9744,rocketfuel-bb-AS-3967,4,20,16,1,timeout,79,147,0,20727,3,1,False,5230965,144096
1984559,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,16,1,False,36186676,806688
453073,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,5,1,False,36186676,806688
1956254,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,4,1,False,36186676,806688
416819,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,1,1,False,36186676,806688
5149903,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,9,1,False,36186676,806688
402910,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,8,1,False,36186676,806688
2007312,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,12,1,False,36186676,806688
3120819,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,15,1,True,36186676,806688
1931621,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,7,1,True,36186676,806688
5184784,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,11,1,True,36186676,806688
437017,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,6,1,False,36186676,806688
2313024,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,10,1,False,36186676,806688
1918647,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,2,1,False,36186676,806688
2469174,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,14,1,False,36186676,806688
2009112,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,13,1,False,36186676,806688
1954260,801696,as-733,4,20,16,1,timeout,1470,3131,0,441471,3,1,True,36186676,806688
576908,9884,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,16,1,False,7049640,144092
357366,9884,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,5,1,False,7049640,144092
298840,9884,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,4,1,False,7049640,144092
285609,10028,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,1,1,False,7049640,144092
588737,9884,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,9,1,False,7049640,144092
662926,10028,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,8,1,True,7049640,144092
631945,9884,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,12,1,False,7049640,144092
366352,10028,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,15,1,True,7049640,144092
570456,9884,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,7,1,False,7049640,144092
352780,9884,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,11,1,False,7049640,144092
297991,9884,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,6,1,False,7049640,144092
625451,9884,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,10,1,False,7049640,144092
345912,10028,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,2,1,True,7049640,144092
342566,10028,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,14,1,True,7049640,144092
343341,10028,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,13,1,True,7049640,144092
293481,9884,rocketfuel-bb-AS-1755,12,20,16,1,timeout,87,161,0,22701,3,1,False,7049640,144092
670011,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,16,1,False,10934069,143668
609593,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,5,1,False,10934069,143668
439539,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,4,1,False,10934069,143668
293488,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,1,1,False,10934069,143668
1096995,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,9,1,True,10934069,143668
1037155,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,8,1,False,10934069,143668
776227,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,12,1,True,10934069,143668
301951,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,15,1,False,10934069,143668
694658,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,7,1,False,10934069,143668
794882,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,11,1,False,10934069,143668
775313,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,6,1,False,10934069,143668
321090,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,10,1,False,10934069,143668
969825,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,2,1,False,10934069,143668
642084,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,14,1,False,10934069,143668
1080978,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,13,1,False,10934069,143668
326689,9460,rocketfuel-bb-AS-1221,12,20,16,1,timeout,108,153,0,21573,3,1,False,10934069,143668
293886,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,16,1,False,8911964,155092
691233,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,5,1,False,8911964,155092
321382,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,4,1,False,8911964,155092
311305,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,1,1,False,8911964,155092
760929,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,9,1,False,8911964,155092
714470,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,8,1,False,8911964,155092
776150,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,12,1,False,8911964,155092
655139,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,15,1,False,8911964,155092
667515,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,7,1,True,8911964,155092
328762,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,11,1,False,8911964,155092
317689,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,6,1,False,8911964,155092
814534,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,10,1,False,8911964,155092
314457,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,2,1,False,8911964,155092
670984,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,14,1,False,8911964,155092
794815,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,13,1,False,8911964,155092
317919,20740,rocketfuel-bb-AS-3257,4,20,16,1,timeout,161,328,0,46248,3,1,False,8911964,155092
306013,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,16,1,True,5975858,144444
310894,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,5,1,False,5975858,144444
317649,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,4,1,False,5975858,144444
307720,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,1,1,False,5975858,144444
655689,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,9,1,True,5975858,144444
371486,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,8,1,False,5975858,144444
335042,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,12,1,False,5975858,144444
299125,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,15,1,True,5975858,144444
425033,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,7,1,False,5975858,144444
365538,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,11,1,False,5975858,144444
299709,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,6,1,True,5975858,144444
357257,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,10,1,True,5975858,144444
332237,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,2,1,True,5975858,144444
271195,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,14,1,False,5975858,144444
585413,10092,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,13,1,True,5975858,144444
331173,9948,rocketfuel-bb-AS-1755,16,20,16,1,timeout,87,161,0,22701,3,1,False,5975858,144444
311099,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,16,1,False,7476392,144340
249934,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,5,1,False,7476392,144340
586807,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,4,1,True,7476392,144340
579793,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,1,1,False,7476392,144340
641627,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,9,1,False,7476392,144340
579659,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,8,1,True,7476392,144340
368035,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,12,1,True,7476392,144340
295407,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,15,1,False,7476392,144340
622030,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,7,1,True,7476392,144340
302222,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,11,1,False,7476392,144340
584470,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,6,1,True,7476392,144340
581461,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,10,1,False,7476392,144340
624248,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,2,1,True,7476392,144340
370517,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,14,1,True,7476392,144340
357989,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,13,1,True,7476392,144340
316148,9988,rocketfuel-bb-AS-1755,4,20,16,1,timeout,87,161,0,22701,3,1,False,7476392,144340
564691,9668,rocketfuel-bb-AS-3967,12,20,16,1,timeout,79,147,0,20727,5,1,True,4704175,144020
293625,9668,rocketfuel-bb-AS-3967,12,20,16,1,timeout,79,147,0,20727,4,1,False,4704175,144020
340178,9668,rocketfuel-bb-AS-3967,12,20,16,1,timeout,79,147,0,20727,1,1,True,4704175,144020
341360,9668,rocketfuel-bb-AS-3967,12,20,16,1,timeout,79,147,0,20727,9,1,True,4704175,144020
586546,9668,rocketfuel-bb-AS-3967,12,20,16,1,timeout,79,147,0,20727,8,1,False,4704175,144020
266090,9668,rocketfuel-bb-AS-3967,12,20,16,1,timeout,79,147,0,20727,12,1,True,4704175,144020
579100,9668,rocketfuel-bb-AS-3967,12,20,16,1,timeout,79,147,0,20727,7,1,False,4704175,144020
337811,9668,rocketfuel-bb-AS-3967,12,20,16,1,timeout,79,147,0,20727,11,1,False,4704175,144020
331934,9668,rocketfuel-bb-AS-3967,12,20,16,1,timeout,79,147,0,20727,6,1,False,4704175,144020
347590,9668,rocketfuel-bb-AS-3967,12,20,16,1,timeout,79,147,0,20727,10,1,True,4704175,144020
315346,9668,rocketfuel-bb-AS-3967,12,20,16,1,timeout,79,147,0,20727,2,1,False,4704175,144020
322799,9668,rocketfuel-bb-AS-3967,12,20,16,1,timeout,79,147,0,20727,3,1,True,4704175,144020
677138,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,16,1,False,12615752,247520
343797,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,5,1,False,12615752,247520
675343,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,4,1,True,12615752,247520
611119,113024,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,1,1,False,12615752,247520
725453,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,9,1,True,12615752,247520
271623,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,8,1,False,12615752,247520
697410,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,12,1,False,12615752,247520
1026293,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,15,1,False,12615752,247520
1054411,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,7,1,True,12615752,247520
1090778,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,11,1,True,12615752,247520
1031859,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,6,1,True,12615752,247520
324410,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,10,1,False,12615752,247520
1087081,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,2,1,False,12615752,247520
316339,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,14,1,False,12615752,247520
709365,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,13,1,False,12615752,247520
1526278,113168,rocketfuel-bb-AS-1239,8,20,16,1,timeout,315,972,0,137052,3,1,False,12615752,247520
626955,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,16,1,False,9225125,143812
315461,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,5,1,False,9225125,143812
747481,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,4,1,False,9225125,143812
680125,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,1,1,True,9225125,143812
439665,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,9,1,True,9225125,143812
660078,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,8,1,False,9225125,143812
734501,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,12,1,False,9225125,143812
299872,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,15,1,False,9225125,143812
699376,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,7,1,True,9225125,143812
688012,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,11,1,False,9225125,143812
326839,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,6,1,False,9225125,143812
712591,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,10,1,True,9225125,143812
796067,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,2,1,True,9225125,143812
724706,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,14,1,False,9225125,143812
341183,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,13,1,False,9225125,143812
325460,9460,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,3,1,False,9225125,143812
304118,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,16,1,False,8424435,154072
725006,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,5,1,True,8424435,154072
889037,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,4,1,True,8424435,154072
673943,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,1,1,True,8424435,154072
313437,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,9,1,False,8424435,154072
319395,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,8,1,False,8424435,154072
294655,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,12,1,False,8424435,154072
662967,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,15,1,True,8424435,154072
585336,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,7,1,False,8424435,154072
333680,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,11,1,False,8424435,154072
584340,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,6,1,False,8424435,154072
312272,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,10,1,False,8424435,154072
335717,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,2,1,False,8424435,154072
619569,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,14,1,True,8424435,154072
687455,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,13,1,False,8424435,154072
630019,19720,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,3,1,False,8424435,154072
924587,12988,as-733,16,20,16,1,timeout,103,239,0,33699,16,1,True,12232743,147196
1155849,12988,as-733,16,20,16,1,timeout,103,239,0,33699,5,1,True,12232743,147196
298218,12844,as-733,16,20,16,1,timeout,103,239,0,33699,4,1,False,12232743,147196
825359,12988,as-733,16,20,16,1,timeout,103,239,0,33699,1,1,True,12232743,147196
1109312,12844,as-733,16,20,16,1,timeout,103,239,0,33699,9,1,False,12232743,147196
1101867,12988,as-733,16,20,16,1,timeout,103,239,0,33699,8,1,True,12232743,147196
786180,12988,as-733,16,20,16,1,timeout,103,239,0,33699,12,1,True,12232743,147196
1159145,12844,as-733,16,20,16,1,timeout,103,239,0,33699,15,1,False,12232743,147196
841888,12988,as-733,16,20,16,1,timeout,103,239,0,33699,7,1,True,12232743,147196
535478,12988,as-733,16,20,16,1,timeout,103,239,0,33699,11,1,True,12232743,147196
1079336,12988,as-733,16,20,16,1,timeout,103,239,0,33699,6,1,True,12232743,147196
321086,12844,as-733,16,20,16,1,timeout,103,239,0,33699,10,1,False,12232743,147196
307464,12844,as-733,16,20,16,1,timeout,103,239,0,33699,2,1,False,12232743,147196
580815,12988,as-733,16,20,16,1,timeout,103,239,0,33699,14,1,True,12232743,147196
795864,12844,as-733,16,20,16,1,timeout,103,239,0,33699,13,1,False,12232743,147196
287545,12844,as-733,16,20,16,1,timeout,103,239,0,33699,3,1,False,12232743,147196
314237,12860,as-733,12,20,16,1,timeout,103,239,0,33699,16,1,False,12124680,147500
1161263,13004,as-733,12,20,16,1,timeout,103,239,0,33699,5,1,True,12124680,147500
321784,12860,as-733,12,20,16,1,timeout,103,239,0,33699,4,1,False,12124680,147500
1142477,13004,as-733,12,20,16,1,timeout,103,239,0,33699,1,1,True,12124680,147500
544589,12860,as-733,12,20,16,1,timeout,103,239,0,33699,9,1,False,12124680,147500
773583,12860,as-733,12,20,16,1,timeout,103,239,0,33699,8,1,False,12124680,147500
513802,12860,as-733,12,20,16,1,timeout,103,239,0,33699,12,1,False,12124680,147500
531517,13004,as-733,12,20,16,1,timeout,103,239,0,33699,15,1,True,12124680,147500
818259,13004,as-733,12,20,16,1,timeout,103,239,0,33699,7,1,True,12124680,147500
1113500,13004,as-733,12,20,16,1,timeout,103,239,0,33699,11,1,True,12124680,147500
725221,12860,as-733,12,20,16,1,timeout,103,239,0,33699,6,1,False,12124680,147500
303095,12860,as-733,12,20,16,1,timeout,103,239,0,33699,10,1,False,12124680,147500
1160558,13004,as-733,12,20,16,1,timeout,103,239,0,33699,2,1,True,12124680,147500
1134957,12860,as-733,12,20,16,1,timeout,103,239,0,33699,14,1,False,12124680,147500
1118517,13004,as-733,12,20,16,1,timeout,103,239,0,33699,13,1,True,12124680,147500
318467,12860,as-733,12,20,16,1,timeout,103,239,0,33699,3,1,False,12124680,147500
283727,12852,as-733,8,20,16,1,timeout,103,239,0,33699,16,1,False,12322142,147204
279153,12852,as-733,8,20,16,1,timeout,103,239,0,33699,5,1,False,12322142,147204
320533,12852,as-733,8,20,16,1,timeout,103,239,0,33699,4,1,False,12322142,147204
848309,12996,as-733,8,20,16,1,timeout,103,239,0,33699,1,1,False,12322142,147204
1109108,12996,as-733,8,20,16,1,timeout,103,239,0,33699,9,1,True,12322142,147204
938996,12852,as-733,8,20,16,1,timeout,103,239,0,33699,8,1,False,12322142,147204
1045792,12852,as-733,8,20,16,1,timeout,103,239,0,33699,12,1,False,12322142,147204
894222,12852,as-733,8,20,16,1,timeout,103,239,0,33699,15,1,False,12322142,147204
953024,12996,as-733,8,20,16,1,timeout,103,239,0,33699,7,1,True,12322142,147204
1208045,12996,as-733,8,20,16,1,timeout,103,239,0,33699,11,1,True,12322142,147204
952861,12852,as-733,8,20,16,1,timeout,103,239,0,33699,6,1,False,12322142,147204
658696,12852,as-733,8,20,16,1,timeout,103,239,0,33699,10,1,False,12322142,147204
643363,12996,as-733,8,20,16,1,timeout,103,239,0,33699,2,1,True,12322142,147204
909198,12852,as-733,8,20,16,1,timeout,103,239,0,33699,14,1,False,12322142,147204
852056,12996,as-733,8,20,16,1,timeout,103,239,0,33699,13,1,True,12322142,147204
296665,12852,as-733,8,20,16,1,timeout,103,239,0,33699,3,1,False,12322142,147204
