ec_time,ec_mem,overall_lat,emu_startup,rewind,emu_reset,replay,rewind_injections,pkt_lat,drop_lat,timeout,network,emulated_pct,fw_leaves_pct,invariants,procs,drop_method,num_nodes,num_links,num_updates,total_conn,invariant,independent_cec,violated,total_time,total_mem
686633,141744,189954,187989,129,0,0,-1,141,0,292,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,1,1,False,10253900,143616
686633,141744,222572,188657,143,0,0,-1,102,0,279,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,1,1,False,10253900,143616
686633,141744,225419,183828,196,0,0,-1,190,0,294,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,1,1,False,10253900,143616
250329,141744,198494,166000,152,0,0,-1,237,0,292,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,8,1,True,10253900,143616
695145,141744,205062,158775,188,0,0,-1,200,0,292,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,12,1,True,10253900,143616
695145,141744,227767,183825,191,0,0,-1,152,0,315,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,12,1,True,10253900,143616
695145,141744,204277,179527,116,0,0,-1,83,0,298,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,12,1,True,10253900,143616
685397,141744,185346,183053,161,0,0,-1,183,0,292,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,15,1,False,10253900,143616
685397,141744,233809,189262,163,0,0,-1,184,0,297,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,15,1,False,10253900,143616
685397,141744,203964,160172,162,0,0,-1,224,0,296,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,15,1,False,10253900,143616
277142,141744,217422,168033,124,0,0,-1,203,0,292,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,7,1,False,10253900,143616
274892,141600,217759,170754,124,0,0,-1,211,0,292,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,6,1,False,10253900,143616
459640,141744,193357,154649,140,0,0,-1,219,0,292,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,2,1,False,10253900,143616
459640,141744,209764,166773,161,0,0,-1,181,0,339,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,2,1,False,10253900,143616
669207,141744,190021,187736,233,0,0,-1,185,0,292,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,13,1,False,10253900,143616
669207,141744,210736,171795,165,0,0,-1,140,0,297,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,13,1,False,10253900,143616
669207,141744,204479,159741,230,0,0,-1,156,0,288,rocketfuel-bb-AS-1221,16,20,16,1,timeout,108,153,0,21573,13,1,False,10253900,143616
719663,153616,221207,186620,125,0,0,-1,159,0,295,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,16,1,True,11507150,155632
719663,153616,221130,169687,100,0,0,-1,174,0,270,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,16,1,True,11507150,155632
719663,153616,223575,176538,312,0,0,-1,130,0,267,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,16,1,True,11507150,155632
827196,153616,210167,162123,221,0,0,-1,273,0,295,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,5,1,True,11507150,155632
827196,153616,181930,152500,92,0,0,-1,143,0,402,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,5,1,True,11507150,155632
827196,153616,171289,169809,119,0,0,-1,76,0,390,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,5,1,True,11507150,155632
827196,153616,209325,179169,189,0,0,-1,136,0,426,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,5,1,True,11507150,155632
481461,153472,250015,208431,140,0,0,-1,232,0,295,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,1,1,False,11507150,155632
481461,153472,182556,180463,103,0,0,-1,107,0,354,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,1,1,False,11507150,155632
491000,153616,215500,167264,137,0,0,-1,234,0,295,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,9,1,True,11507150,155632
491000,153616,221371,219317,166,0,0,-1,137,0,354,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,9,1,True,11507150,155632
457903,153472,200245,197601,199,0,0,-1,218,0,295,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,8,1,True,11507150,155632
457903,153472,203406,172656,143,0,0,-1,168,0,336,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,8,1,True,11507150,155632
475346,153616,198773,155011,220,0,0,-1,210,0,295,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,12,1,True,11507150,155632
475346,153616,224307,222399,154,0,0,-1,106,0,325,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,12,1,True,11507150,155632
421993,153616,181712,146820,132,0,0,-1,147,0,295,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,11,1,False,11507150,155632
421993,153616,184088,181871,177,0,0,-1,176,0,283,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,11,1,False,11507150,155632
527777,153616,250976,199510,148,0,0,-1,238,0,295,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,10,1,False,11507150,155632
527777,153616,213967,176253,194,0,0,-1,146,0,360,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,10,1,False,11507150,155632
806506,153472,160759,135905,100,0,0,-1,133,0,295,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,3,1,True,11507150,155632
806506,153472,185820,161417,90,0,0,-1,105,0,290,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,3,1,True,11507150,155632
806506,153472,187694,186554,75,0,0,-1,46,0,300,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,3,1,True,11507150,155632
806506,153472,215281,164773,161,0,0,-1,440,0,346,rocketfuel-bb-AS-3257,16,20,16,1,timeout,161,328,0,46248,3,1,True,11507150,155632
183376,157432,136796,110714,107,0,0,-1,164,0,291,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,16,1,True,8561411,159304
238334,157288,182510,157371,134,0,0,-1,118,0,291,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,5,1,False,8561411,159304
512105,157288,262348,215936,203,0,0,-1,256,0,291,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,1,1,False,8561411,159304
512105,157288,197749,157653,123,0,0,-1,144,0,381,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,1,1,False,8561411,159304
252328,157432,192888,190298,203,0,0,-1,178,0,291,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,8,1,False,8561411,159304
468503,157432,204850,202211,235,0,0,-1,242,0,291,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,7,1,False,8561411,159304
468503,157432,189689,187184,229,0,0,-1,232,0,363,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,7,1,False,8561411,159304
355211,157432,152779,151139,120,0,0,-1,119,0,291,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,11,1,False,8561411,159304
355211,157432,152792,122806,140,0,0,-1,125,0,294,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,11,1,False,8561411,159304
454680,157432,185599,183381,217,0,0,-1,204,0,291,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,6,1,True,8561411,159304
454680,157432,199126,196913,225,0,0,-1,126,0,320,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,6,1,True,8561411,159304
488034,157432,210436,173591,148,0,0,-1,288,0,291,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,10,1,False,8561411,159304
488034,157432,219733,217424,209,0,0,-1,136,0,422,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,10,1,False,8561411,159304
346078,157432,152738,127977,134,0,0,-1,104,0,291,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,13,1,True,8561411,159304
346078,157432,144247,118933,184,0,0,-1,78,0,306,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,13,1,True,8561411,159304
475316,157432,191848,154552,110,0,0,-1,223,0,291,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,3,1,False,8561411,159304
475316,157432,236241,233972,301,0,0,-1,150,0,344,rocketfuel-bb-AS-6461,12,20,16,1,timeout,141,374,0,52734,3,1,False,8561411,159304
461469,144848,216246,179078,176,0,0,-1,108,0,337,as-733,16,20,16,1,timeout,103,239,0,33699,16,1,True,8604458,147296
461469,144848,196095,193810,195,0,0,-1,206,0,330,as-733,16,20,16,1,timeout,103,239,0,33699,16,1,True,8604458,147296
487112,144992,229987,227732,189,0,0,-1,178,0,337,as-733,16,20,16,1,timeout,103,239,0,33699,1,1,False,8604458,147296
487112,144992,205541,203172,217,0,0,-1,136,0,338,as-733,16,20,16,1,timeout,103,239,0,33699,1,1,False,8604458,147296
353172,144848,156369,155152,82,0,0,-1,62,0,337,as-733,16,20,16,1,timeout,103,239,0,33699,8,1,False,8604458,147296
353172,144848,138617,137198,74,0,0,-1,61,0,365,as-733,16,20,16,1,timeout,103,239,0,33699,8,1,False,8604458,147296
216316,144848,169974,144813,123,0,0,-1,134,0,337,as-733,16,20,16,1,timeout,103,239,0,33699,14,1,False,8604458,147296
340916,144848,152904,124650,138,0,0,-1,113,0,337,as-733,16,20,16,1,timeout,103,239,0,33699,3,1,False,8604458,147296
340916,144848,135709,134251,120,0,0,-1,74,0,331,as-733,16,20,16,1,timeout,103,239,0,33699,3,1,False,8604458,147296
453266,145132,208638,164113,156,0,0,-1,205,0,366,as-733,12,20,16,1,timeout,103,239,0,33699,5,1,False,11079474,147292
453266,145132,188531,185873,194,0,0,-1,397,0,367,as-733,12,20,16,1,timeout,103,239,0,33699,5,1,False,11079474,147292
248870,145276,195065,193357,123,0,0,-1,102,0,366,as-733,12,20,16,1,timeout,103,239,0,33699,4,1,False,11079474,147292
251791,145276,198636,196302,180,0,0,-1,209,0,366,as-733,12,20,16,1,timeout,103,239,0,33699,1,1,True,11079474,147292
518981,145276,214840,212275,181,0,0,-1,184,0,366,as-733,12,20,16,1,timeout,103,239,0,33699,15,1,False,11079474,147292
518981,145276,245489,244063,148,0,0,-1,62,0,343,as-733,12,20,16,1,timeout,103,239,0,33699,15,1,False,11079474,147292
444912,145132,194600,193142,75,0,0,-1,69,0,366,as-733,12,20,16,1,timeout,103,239,0,33699,7,1,True,11079474,147292
444912,145132,181222,146822,196,0,0,-1,160,0,406,as-733,12,20,16,1,timeout,103,239,0,33699,7,1,True,11079474,147292
295257,145132,240618,238118,168,0,0,-1,175,0,366,as-733,12,20,16,1,timeout,103,239,0,33699,11,1,False,11079474,147292
457458,145276,182852,180489,177,0,0,-1,153,0,366,as-733,12,20,16,1,timeout,103,239,0,33699,6,1,True,11079474,147292
457458,145276,213247,169215,200,0,0,-1,156,0,343,as-733,12,20,16,1,timeout,103,239,0,33699,6,1,True,11079474,147292
490903,145276,212831,210045,213,0,0,-1,195,0,366,as-733,12,20,16,1,timeout,103,239,0,33699,10,1,True,11079474,147292
490903,145276,224878,222407,188,0,0,-1,127,0,355,as-733,12,20,16,1,timeout,103,239,0,33699,10,1,True,11079474,147292
444013,145276,180318,178900,84,0,0,-1,122,0,366,as-733,12,20,16,1,timeout,103,239,0,33699,2,1,True,11079474,147292
444013,145276,206068,204392,120,0,0,-1,80,0,367,as-733,12,20,16,1,timeout,103,239,0,33699,2,1,True,11079474,147292
248905,145276,195742,193567,175,0,0,-1,158,0,366,as-733,12,20,16,1,timeout,103,239,0,33699,14,1,False,11079474,147292
450082,145276,212192,209523,304,0,0,-1,188,0,366,as-733,12,20,16,1,timeout,103,239,0,33699,3,1,False,11079474,147292
450082,145276,186407,148972,91,0,0,-1,162,0,349,as-733,12,20,16,1,timeout,103,239,0,33699,3,1,False,11079474,147292
412306,145224,172315,170870,127,0,0,-1,55,0,352,as-733,8,20,16,1,timeout,103,239,0,33699,5,1,False,11816338,147528
412306,145224,179013,154975,138,0,0,-1,98,0,396,as-733,8,20,16,1,timeout,103,239,0,33699,5,1,False,11816338,147528
438913,145224,198927,196831,158,0,0,-1,188,0,352,as-733,8,20,16,1,timeout,103,239,0,33699,4,1,True,11816338,147528
438913,145224,182406,180022,157,0,0,-1,130,0,347,as-733,8,20,16,1,timeout,103,239,0,33699,4,1,True,11816338,147528
270508,145224,215874,213499,160,0,0,-1,197,0,352,as-733,8,20,16,1,timeout,103,239,0,33699,9,1,True,11816338,147528
243149,145224,195522,193837,153,0,0,-1,78,0,352,as-733,8,20,16,1,timeout,103,239,0,33699,8,1,True,11816338,147528
274077,145224,215792,213338,189,0,0,-1,162,0,352,as-733,8,20,16,1,timeout,103,239,0,33699,15,1,False,11816338,147528
488055,145224,227049,225123,157,0,0,-1,85,0,352,as-733,8,20,16,1,timeout,103,239,0,33699,6,1,False,11816338,147528
488055,145224,204486,153942,82,0,0,-1,214,0,372,as-733,8,20,16,1,timeout,103,239,0,33699,6,1,False,11816338,147528
448758,145080,189531,187500,104,0,0,-1,123,0,352,as-733,8,20,16,1,timeout,103,239,0,33699,10,1,False,11816338,147528
448758,145080,205862,157383,110,0,0,-1,102,0,345,as-733,8,20,16,1,timeout,103,239,0,33699,10,1,False,11816338,147528
253555,145224,189891,187359,216,0,0,-1,171,0,352,as-733,8,20,16,1,timeout,103,239,0,33699,2,1,True,11816338,147528
456930,145224,201422,199229,154,0,0,-1,161,0,352,as-733,8,20,16,1,timeout,103,239,0,33699,14,1,False,11816338,147528
456930,145224,195782,194279,108,0,0,-1,91,0,317,as-733,8,20,16,1,timeout,103,239,0,33699,14,1,False,11816338,147528
260748,145224,213963,211777,161,0,0,-1,145,0,352,as-733,8,20,16,1,timeout,103,239,0,33699,13,1,False,11816338,147528
257401,145224,204956,202575,169,0,0,-1,162,0,352,as-733,8,20,16,1,timeout,103,239,0,33699,3,1,False,11816338,147528
462414,247956,186411,184426,212,0,0,-1,152,0,274,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,5,1,True,10058592,249972
462414,247956,222152,180486,151,0,0,-1,131,0,286,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,5,1,True,10058592,249972
689525,247956,196005,193907,167,0,0,-1,217,0,274,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,15,1,True,10058592,249972
689525,247956,205813,203665,151,0,0,-1,124,0,364,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,15,1,True,10058592,249972
689525,247956,224781,222438,179,0,0,-1,125,0,327,rocketfuel-bb-AS-1239,12,20,16,1,timeout,315,972,0,137052,15,1,True,10058592,249972
289770,153560,230002,185909,179,0,0,-1,170,0,284,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,5,1,False,7525804,155720
682624,153560,237248,191127,117,0,0,-1,249,0,284,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,1,1,False,7525804,155720
682624,153560,181280,152566,140,0,0,-1,105,0,368,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,1,1,False,7525804,155720
682624,153560,214495,171336,134,0,0,-1,111,0,380,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,1,1,False,7525804,155720
289738,153560,236156,201733,132,0,0,-1,136,0,284,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,12,1,False,7525804,155720
268831,153560,218058,193026,129,0,0,-1,235,0,284,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,7,1,False,7525804,155720
492874,153560,225071,187066,103,0,0,-1,229,0,284,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,14,1,True,7525804,155720
492874,153560,215807,213412,173,0,0,-1,140,0,344,rocketfuel-bb-AS-3257,12,20,16,1,timeout,161,328,0,46248,14,1,True,7525804,155720
