inv_time,inv_memory,tenants,updates,procs,drop_method,num_nodes,num_links,num_updates,total_conn,invariant,independent_cec,violated,model_only,optimization
77221389,98232,32,0,8,dropmon,163,194,0,552,1,32,False,False,True
147828294,98232,32,0,8,dropmon,163,194,0,552,2,64,False,False,True
14733182,97368,4,0,1,timeout,23,26,0,76,1,4,False,False,True
22263186,97368,4,0,1,timeout,23,26,0,76,2,8,False,False,True
9633017,97368,4,0,16,ebpf,23,26,0,76,1,4,False,False,True
13762362,97368,4,0,16,ebpf,23,26,0,76,2,8,False,False,True
169537155,99408,64,0,4,ebpf,323,386,0,1096,1,64,False,False,True
279967696,99408,64,0,4,ebpf,323,386,0,1096,2,128,False,False,True
87754744,98264,32,16,16,dropmon,163,194,32,568,1,32,True,False,True
104994713,98264,32,16,16,dropmon,163,194,32,568,2,64,True,False,True
35725109,98284,32,32,8,dropmon,163,194,64,584,1,32,True,False,True
24815252,98284,32,32,8,dropmon,163,194,64,584,2,64,True,False,True
8984455,97516,8,4,1,ebpf,43,50,8,148,1,8,True,False,True
4433370,97516,8,4,1,ebpf,43,50,8,148,2,16,True,False,True
8113411,97372,4,2,4,timeout,23,26,4,78,1,4,False,False,True
17157804,97372,4,2,4,timeout,23,26,4,78,2,8,False,False,True
69963246,99388,64,32,16,dropmon,323,386,64,1128,1,64,True,False,True
54883106,99388,64,32,16,dropmon,323,386,64,1128,2,128,True,False,True
43917786,97788,16,0,4,dropmon,83,98,0,280,1,16,False,False,True
66013941,97788,16,0,4,dropmon,83,98,0,280,2,32,False,False,True
39681210,97788,16,0,4,timeout,83,98,0,280,1,16,False,False,True
73945080,97788,16,0,4,timeout,83,98,0,280,2,32,False,False,True
8876596,97516,8,4,1,timeout,43,50,8,148,1,8,True,,False
4425517,97516,8,4,1,timeout,43,50,8,148,2,16,True,,False
10536094,97372,4,2,8,dropmon,23,26,4,78,1,4,False,,False
15773996,97372,4,2,8,dropmon,23,26,4,78,2,8,False,,False
10828636,97368,4,0,4,ebpf,23,26,0,76,1,4,False,,False
16959414,97368,4,0,4,ebpf,23,26,0,76,2,8,False,,False
9167417,97372,4,2,1,ebpf,23,26,4,78,1,4,True,,False
10854869,97372,4,2,1,ebpf,23,26,4,78,2,8,True,,False
19105292,97516,8,4,8,timeout,43,50,8,148,1,8,False,,False
38583415,97516,8,4,8,timeout,43,50,8,148,2,16,True,,False
119715857,98232,32,0,1,timeout,163,194,0,552,1,32,False,,False
182446132,98232,32,0,1,timeout,163,194,0,552,2,64,False,,False
24068890,97372,4,4,8,dropmon,23,26,8,80,1,4,True,,False
22555720,97372,4,4,8,dropmon,23,26,8,80,2,8,True,,False
41187705,97812,16,16,8,dropmon,83,98,32,296,1,16,True,,False
21023308,97812,16,16,8,dropmon,83,98,32,296,2,32,True,,False
15490625,97508,8,0,16,ebpf,43,50,0,144,1,8,False,,False
31700212,97508,8,0,16,ebpf,43,50,0,144,2,16,False,,False
24526808,99388,64,32,4,timeout,323,386,64,1128,1,64,True,,False
16017183,99388,64,32,4,timeout,323,386,64,1128,2,128,True,,False
19483718,97508,8,0,4,ebpf,43,50,0,144,1,8,False,,False
38289948,97508,8,0,4,ebpf,43,50,0,144,2,16,False,,False
18348069,97508,8,0,16,dropmon,43,50,0,144,1,8,False,,False
30157631,97508,8,0,16,dropmon,43,50,0,144,2,16,False,,False
15485858,97508,8,0,8,timeout,43,50,0,144,1,8,False,,False
30512914,97508,8,0,8,timeout,43,50,0,144,2,16,False,,False
20907469,97812,16,16,4,timeout,83,98,32,296,1,16,True,,False
15365410,97812,16,16,4,timeout,83,98,32,296,2,32,True,,False
81202390,98284,32,32,16,dropmon,163,194,64,584,1,32,True,,False
44229586,98284,32,32,16,dropmon,163,194,64,584,2,64,True,,False
8874455,99436,64,64,1,timeout,323,386,128,1160,1,64,True,,False
4379117,99436,64,64,1,timeout,323,386,128,1160,2,128,True,,False
10530066,97372,4,2,4,ebpf,23,26,4,78,1,4,False,,False
18555242,97372,4,2,4,ebpf,23,26,4,78,2,8,True,,False
37182894,98264,32,16,8,ebpf,163,194,32,568,1,32,True,,False
32402048,98264,32,16,8,ebpf,163,194,32,568,2,64,True,,False
25124484,97372,4,4,8,ebpf,23,26,8,80,1,4,True,,False
22585216,97372,4,4,8,ebpf,23,26,8,80,2,8,True,,False
86752371,99436,64,64,16,timeout,323,386,128,1160,1,64,True,,False
47408753,99436,64,64,16,timeout,323,386,128,1160,2,128,True,,False
35414907,97788,16,0,8,dropmon,83,98,0,280,1,16,False,,False
63060407,97788,16,0,8,dropmon,83,98,0,280,2,32,False,,False
22083850,97524,8,8,4,ebpf,43,50,16,152,1,8,True,,False
15362052,97524,8,8,4,ebpf,43,50,16,152,2,16,True,,False
75118238,97812,16,16,16,ebpf,83,98,32,296,1,16,True,,False
45877240,97812,16,16,16,ebpf,83,98,32,296,2,32,True,,False
33784695,97788,16,0,8,ebpf,83,98,0,280,1,16,False,,False
72466797,97788,16,0,8,ebpf,83,98,0,280,2,32,False,,False
23828665,98264,32,16,4,timeout,163,194,32,568,1,32,True,,False
15048711,98264,32,16,4,timeout,163,194,32,568,2,64,True,,False
32867150,97800,16,8,8,ebpf,83,98,16,288,1,16,False,,False
27910494,97800,16,8,8,ebpf,83,98,16,288,2,32,True,,False
135868421,99408,64,0,16,dropmon,323,386,0,1096,1,64,False,,False
291854208,99408,64,0,16,dropmon,323,386,0,1096,2,128,False,,False
8540431,99388,64,32,1,dropmon,323,386,64,1128,1,64,True,,False
7635637,99388,64,32,1,dropmon,323,386,64,1128,2,128,True,,False
35785693,97524,8,8,8,ebpf,43,50,16,152,1,8,True,,False
25269528,97524,8,8,8,ebpf,43,50,16,152,2,16,True,,False
11188655,97516,8,4,8,ebpf,43,50,8,148,1,8,False,,False
38580585,97516,8,4,8,ebpf,43,50,8,148,2,16,True,,False
8630807,97800,16,8,1,ebpf,83,98,16,288,1,16,True,,False
18184037,97800,16,8,1,ebpf,83,98,16,288,2,32,True,,False
35609247,97800,16,8,8,timeout,83,98,16,288,1,16,False,,False
63684387,97800,16,8,8,timeout,83,98,16,288,2,32,True,,False
39970353,97788,16,0,4,ebpf,83,98,0,280,1,16,False,,False
71644239,97788,16,0,4,ebpf,83,98,0,280,2,32,False,,False
9125893,98284,32,32,1,ebpf,163,194,64,584,1,32,True,,False
4340160,98284,32,32,1,ebpf,163,194,64,584,2,64,True,,False
28591144,97800,16,8,16,dropmon,83,98,16,288,1,16,False,,False
63784631,97800,16,8,16,dropmon,83,98,16,288,2,32,True,,False
44241969,98264,32,16,8,timeout,163,194,32,568,1,32,True,,False
28161006,98264,32,16,8,timeout,163,194,32,568,2,64,True,,False
8382290,97524,8,8,1,dropmon,43,50,16,152,1,8,True,,False
4716832,97524,8,8,1,dropmon,43,50,16,152,2,16,True,,False
37194088,97800,16,8,8,dropmon,83,98,16,288,1,16,False,,False
29428875,97800,16,8,8,dropmon,83,98,16,288,2,32,True,,False
266577851,99408,64,0,1,ebpf,323,386,0,1096,1,64,False,,False
389032306,99408,64,0,1,ebpf,323,386,0,1096,2,128,False,,False
9078786,97812,16,16,1,ebpf,83,98,32,296,1,16,True,,False
4776397,97812,16,16,1,ebpf,83,98,32,296,2,32,True,,False
11367298,97372,4,2,8,ebpf,23,26,4,78,1,4,False,,False
20137256,97372,4,2,8,ebpf,23,26,4,78,2,8,True,,False
66088031,98232,32,0,16,timeout,163,194,0,552,1,32,False,,False
115495294,98232,32,0,16,timeout,163,194,0,552,2,64,False,,False
25876782,97372,4,4,8,timeout,23,26,8,80,1,4,True,,False
23309391,97372,4,4,8,timeout,23,26,8,80,2,8,True,,False
9240235,97372,4,2,16,timeout,23,26,4,78,1,4,False,,False
17601469,97372,4,2,16,timeout,23,26,4,78,2,8,False,,False
84891720,98284,32,32,16,ebpf,163,194,64,584,1,32,True,,False
41241317,98284,32,32,16,ebpf,163,194,64,584,2,64,True,,False
8741101,98284,32,32,1,timeout,163,194,64,584,1,32,True,,False
4381809,98284,32,32,1,timeout,163,194,64,584,2,64,True,,False
23213449,99436,64,64,4,timeout,323,386,128,1160,1,64,True,,False
14045194,99436,64,64,4,timeout,323,386,128,1160,2,128,True,,False
74699395,97812,16,16,16,timeout,83,98,32,296,1,16,True,,False
31301740,97812,16,16,16,timeout,83,98,32,296,2,32,True,,False
76093180,98232,32,0,16,ebpf,163,194,0,552,1,32,False,,False
139743148,98232,32,0,16,ebpf,163,194,0,552,2,64,False,,False
16039568,97368,4,0,1,dropmon,23,26,0,76,1,4,False,,False
24416643,97368,4,0,1,dropmon,23,26,0,76,2,8,False,,False
186223939,99408,64,0,8,timeout,323,386,0,1096,1,64,False,,False
289001007,99408,64,0,8,timeout,323,386,0,1096,2,128,False,,False
9095772,97372,4,2,1,timeout,23,26,4,78,1,4,True,,False
7464751,97372,4,2,1,timeout,23,26,4,78,2,8,True,,False
249203068,99408,64,0,1,timeout,323,386,0,1096,1,64,False,,False
380913222,99408,64,0,1,timeout,323,386,0,1096,2,128,False,,False
65751956,98232,32,0,16,dropmon,163,194,0,552,1,32,False,,False
132523986,98232,32,0,16,dropmon,163,194,0,552,2,64,False,,False
11313938,97372,4,2,8,timeout,23,26,4,78,1,4,False,,False
15111431,97372,4,2,8,timeout,23,26,4,78,2,8,False,,False
253187315,99408,64,0,1,dropmon,323,386,0,1096,1,64,False,,False
385938994,99408,64,0,1,dropmon,323,386,0,1096,2,128,False,,False
21795137,97812,16,16,4,ebpf,83,98,32,296,1,16,True,,False
14918846,97812,16,16,4,ebpf,83,98,32,296,2,32,True,,False
39333603,99388,64,32,8,dropmon,323,386,64,1128,1,64,True,,False
45537858,99388,64,32,8,dropmon,323,386,64,1128,2,128,True,,False
21589856,97508,8,0,4,timeout,43,50,0,144,1,8,False,,False
34344930,97508,8,0,4,timeout,43,50,0,144,2,16,False,,False
8945807,97372,4,2,1,dropmon,23,26,4,78,1,4,True,,False
7590039,97372,4,2,1,dropmon,23,26,4,78,2,8,True,,False
21992186,97508,8,0,4,dropmon,43,50,0,144,1,8,False,,False
33377567,97508,8,0,4,dropmon,43,50,0,144,2,16,False,,False
68299878,97788,16,0,1,ebpf,83,98,0,280,1,16,False,,False
102456237,97788,16,0,1,ebpf,83,98,0,280,2,32,False,,False
34431113,97508,8,0,1,ebpf,43,50,0,144,1,8,False,,False
50400248,97508,8,0,1,ebpf,43,50,0,144,2,16,False,,False
22350945,98284,32,32,4,dropmon,163,194,64,584,1,32,True,,False
13661055,98284,32,32,4,dropmon,163,194,64,584,2,64,True,,False
21832148,97800,16,8,4,ebpf,83,98,16,288,1,16,True,,False
23420336,97800,16,8,4,ebpf,83,98,16,288,2,32,True,,False
31887431,97508,8,0,1,dropmon,43,50,0,144,1,8,False,,False
49713586,97508,8,0,1,dropmon,43,50,0,144,2,16,False,,False
14923056,97516,8,4,16,ebpf,43,50,8,148,1,8,False,,False
31230642,97516,8,4,16,ebpf,43,50,8,148,2,16,True,,False
75645374,98264,32,16,16,timeout,163,194,32,568,1,32,True,,False
68686699,98264,32,16,16,timeout,163,194,32,568,2,64,True,,False
38453115,97812,16,16,8,timeout,83,98,32,296,1,16,True,,False
22508599,97812,16,16,8,timeout,83,98,32,296,2,32,True,,False
23576922,99388,64,32,4,ebpf,323,386,64,1128,1,64,True,,False
30269858,99388,64,32,4,ebpf,323,386,64,1128,2,128,True,,False
86888264,99436,64,64,16,dropmon,323,386,128,1160,1,64,True,,False
45645907,99436,64,64,16,dropmon,323,386,128,1160,2,128,True,,False
89721193,98232,32,0,4,ebpf,163,194,0,552,1,32,False,,False
135566794,98232,32,0,4,ebpf,163,194,0,552,2,64,False,,False
168509064,99408,64,0,8,ebpf,323,386,0,1096,1,64,False,,False
312345026,99408,64,0,8,ebpf,323,386,0,1096,2,128,False,,False
188201866,99408,64,0,8,dropmon,323,386,0,1096,1,64,False,,False
309092584,99408,64,0,8,dropmon,323,386,0,1096,2,128,False,,False
45350602,99436,64,64,8,ebpf,323,386,128,1160,1,64,True,,False
26423510,99436,64,64,8,ebpf,323,386,128,1160,2,128,True,,False
8786667,98264,32,16,1,dropmon,163,194,32,568,1,32,True,,False
13124044,98264,32,16,1,dropmon,163,194,32,568,2,64,True,,False
24070682,99436,64,64,4,ebpf,323,386,128,1160,1,64,True,,False
14470828,99436,64,64,4,ebpf,323,386,128,1160,2,128,True,,False
11442859,97368,4,0,8,ebpf,23,26,0,76,1,4,False,,False
14839075,97368,4,0,8,ebpf,23,26,0,76,2,8,False,,False
15997940,97788,16,0,16,timeout,83,98,0,280,1,16,False,,False
55700376,97788,16,0,16,timeout,83,98,0,280,2,32,False,,False
26907273,97788,16,0,16,ebpf,83,98,0,280,1,16,False,,False
52581956,97788,16,0,16,ebpf,83,98,0,280,2,32,False,,False
24696882,99436,64,64,4,dropmon,323,386,128,1160,1,64,True,,False
13612088,99436,64,64,4,dropmon,323,386,128,1160,2,128,True,,False
9301921,97524,8,8,1,ebpf,43,50,16,152,1,8,True,,False
4584404,97524,8,8,1,ebpf,43,50,16,152,2,16,True,,False
11137216,97508,8,0,16,timeout,43,50,0,144,1,8,False,,False
15490174,97508,8,0,16,timeout,43,50,0,144,2,16,False,,False
8214604,97800,16,8,1,timeout,83,98,16,288,1,16,True,,False
20690112,97800,16,8,1,timeout,83,98,16,288,2,32,True,,False
80703412,97812,16,16,16,dropmon,83,98,32,296,1,16,True,,False
41230816,97812,16,16,16,dropmon,83,98,32,296,2,32,True,,False
128495428,98232,32,0,1,ebpf,163,194,0,552,1,32,False,,False
187652864,98232,32,0,1,ebpf,163,194,0,552,2,64,False,,False
26471913,97372,4,4,4,timeout,23,26,8,80,1,4,True,,False
12924817,97372,4,4,4,timeout,23,26,8,80,2,8,True,,False
9174769,99388,64,32,1,ebpf,323,386,64,1128,1,64,True,,False
7386111,99388,64,32,1,ebpf,323,386,64,1128,2,128,True,,False
8996235,98264,32,16,1,ebpf,163,194,32,568,1,32,True,,False
7401818,98264,32,16,1,ebpf,163,194,32,568,2,64,True,,False
62926030,97788,16,0,1,timeout,83,98,0,280,1,16,False,,False
97720490,97788,16,0,1,timeout,83,98,0,280,2,32,False,,False
37139851,98264,32,16,8,dropmon,163,194,32,568,1,32,True,,False
32441054,98264,32,16,8,dropmon,163,194,32,568,2,64,True,,False
20783134,98284,32,32,4,ebpf,163,194,64,584,1,32,True,,False
14857781,98284,32,32,4,ebpf,163,194,64,584,2,64,True,,False
9150174,99436,64,64,1,ebpf,323,386,128,1160,1,64,True,,False
4379375,99436,64,64,1,ebpf,323,386,128,1160,2,128,True,,False
20527686,98264,32,16,4,ebpf,163,194,32,568,1,32,True,,False
16447459,98264,32,16,4,ebpf,163,194,32,568,2,64,True,,False
199357249,99408,64,0,4,dropmon,323,386,0,1096,1,64,False,,False
298316385,99408,64,0,4,dropmon,323,386,0,1096,2,128,False,,False
63675223,97788,16,0,1,dropmon,83,98,0,280,1,16,False,,False
98382426,97788,16,0,1,dropmon,83,98,0,280,2,32,False,,False
22976193,97524,8,8,4,dropmon,43,50,16,152,1,8,True,,False
15804488,97524,8,8,4,dropmon,43,50,16,152,2,16,True,,False
90460571,98232,32,0,4,dropmon,163,194,0,552,1,32,False,,False
152199178,98232,32,0,4,dropmon,163,194,0,552,2,64,False,,False
8566876,99436,64,64,1,dropmon,323,386,128,1160,1,64,True,,False
4363040,99436,64,64,1,dropmon,323,386,128,1160,2,128,True,,False
27825312,97516,8,4,4,timeout,43,50,8,148,1,8,True,,False
17294300,97516,8,4,4,timeout,43,50,8,148,2,16,True,,False
22743182,97800,16,8,4,timeout,83,98,16,288,1,16,True,,False
59463651,97800,16,8,4,timeout,83,98,16,288,2,32,True,,False
94790652,99436,64,64,16,ebpf,323,386,128,1160,1,64,True,,False
36904428,99436,64,64,16,ebpf,323,386,128,1160,2,128,True,,False
11138856,97368,4,0,16,timeout,23,26,0,76,1,4,False,,False
17131057,97368,4,0,16,timeout,23,26,0,76,2,8,False,,False
17612792,97516,8,4,16,dropmon,43,50,8,148,1,8,False,,False
32280360,97516,8,4,16,dropmon,43,50,8,148,2,16,True,,False
13593665,97516,8,4,8,dropmon,43,50,8,148,1,8,False,,False
32259481,97516,8,4,8,dropmon,43,50,8,148,2,16,True,,False
22596094,97800,16,8,4,dropmon,83,98,16,288,1,16,True,,False
24733961,97800,16,8,4,dropmon,83,98,16,288,2,32,True,,False
80695692,98284,32,32,16,timeout,163,194,64,584,1,32,True,,False
43546046,98284,32,32,16,timeout,163,194,64,584,2,64,True,,False
28594750,97800,16,8,16,timeout,83,98,16,288,1,16,False,,False
54496718,97800,16,8,16,timeout,83,98,16,288,2,32,True,,False
25304135,97800,16,8,16,ebpf,83,98,16,288,1,16,False,,False
52503772,97800,16,8,16,ebpf,83,98,16,288,2,32,True,,False
35514251,97524,8,8,16,dropmon,43,50,16,152,1,8,True,,False
55049458,97524,8,8,16,dropmon,43,50,16,152,2,16,True,,False
33993024,99436,64,64,8,dropmon,323,386,128,1160,1,64,True,,False
27725779,99436,64,64,8,dropmon,323,386,128,1160,2,128,True,,False
7978080,97812,16,16,1,dropmon,83,98,32,296,1,16,True,,False
4300866,97812,16,16,1,dropmon,83,98,32,296,2,32,True,,False
10898976,97368,4,0,8,dropmon,23,26,0,76,1,4,False,,False
18584556,97368,4,0,8,dropmon,23,26,0,76,2,8,False,,False
26989931,97372,4,4,4,ebpf,23,26,8,80,1,4,True,,False
14741281,97372,4,4,4,ebpf,23,26,8,80,2,8,True,,False
26064969,97788,16,0,16,dropmon,83,98,0,280,1,16,False,,False
41730410,97788,16,0,16,dropmon,83,98,0,280,2,32,False,,False
24976381,97372,4,4,16,ebpf,23,26,8,80,1,4,True,,False
21625037,97372,4,4,16,ebpf,23,26,8,80,2,8,True,,False
168928875,99408,64,0,16,timeout,323,386,0,1096,1,64,False,,False
288626472,99408,64,0,16,timeout,323,386,0,1096,2,128,False,,False
198370549,99408,64,0,4,timeout,323,386,0,1096,1,64,False,,False
294491036,99408,64,0,4,timeout,323,386,0,1096,2,128,False,,False
10560100,97372,4,2,4,dropmon,23,26,4,78,1,4,False,,False
15933438,97372,4,2,4,dropmon,23,26,4,78,2,8,True,,False
17231348,97368,4,0,1,ebpf,23,26,0,76,1,4,False,,False
25026675,97368,4,0,1,ebpf,23,26,0,76,2,8,False,,False
41583843,98284,32,32,8,ebpf,163,194,64,584,1,32,True,,False
30502923,98284,32,32,8,ebpf,163,194,64,584,2,64,True,,False
9026688,97516,8,4,1,dropmon,43,50,8,148,1,8,True,,False
4533493,97516,8,4,1,dropmon,43,50,8,148,2,16,True,,False
88916581,99388,64,32,16,timeout,323,386,64,1128,1,64,True,,False
265595829,99388,64,32,16,timeout,323,386,64,1128,2,128,False,,False
38295434,98284,32,32,8,timeout,163,194,64,584,1,32,True,,False
27295000,98284,32,32,8,timeout,163,194,64,584,2,64,True,,False
83427662,98264,32,16,16,ebpf,163,194,32,568,1,32,True,,False
83485209,98264,32,16,16,ebpf,163,194,32,568,2,64,True,,False
8328906,97812,16,16,1,timeout,83,98,32,296,1,16,True,,False
4249208,97812,16,16,1,timeout,83,98,32,296,2,32,True,,False
8960762,97372,4,4,1,timeout,23,26,8,80,1,4,True,,False
4475708,97372,4,4,1,timeout,23,26,8,80,2,8,True,,False
120070368,98232,32,0,1,dropmon,163,194,0,552,1,32,False,,False
183589172,98232,32,0,1,dropmon,163,194,0,552,2,64,False,,False
10714591,97368,4,0,4,dropmon,23,26,0,76,1,4,False,,False
16203512,97368,4,0,4,dropmon,23,26,0,76,2,8,False,,False
10051508,97372,4,2,16,dropmon,23,26,4,78,1,4,False,,False
18828034,97372,4,2,16,dropmon,23,26,4,78,2,8,False,,False
31533979,97508,8,0,1,timeout,43,50,0,144,1,8,False,,False
48898512,97508,8,0,1,timeout,43,50,0,144,2,16,False,,False
15159292,97508,8,0,8,dropmon,43,50,0,144,1,8,False,,False
34431779,97508,8,0,8,dropmon,43,50,0,144,2,16,False,,False
168693439,99408,64,0,16,ebpf,323,386,0,1096,1,64,False,,False
284460435,99408,64,0,16,ebpf,323,386,0,1096,2,128,False,,False
9554488,97372,4,4,1,ebpf,23,26,8,80,1,4,True,,False
4542381,97372,4,4,1,ebpf,23,26,8,80,2,8,True,,False
83881683,98232,32,0,8,timeout,163,194,0,552,1,32,False,,False
151802097,98232,32,0,8,timeout,163,194,0,552,2,64,False,,False
24589714,97372,4,4,16,timeout,23,26,8,80,1,4,True,,False
18474977,97372,4,4,16,timeout,23,26,8,80,2,8,True,,False
23795139,97524,8,8,4,timeout,43,50,16,152,1,8,True,,False
13892666,97524,8,8,4,timeout,43,50,16,152,2,16,True,,False
36172967,97524,8,8,16,ebpf,43,50,16,152,1,8,True,,False
52899268,97524,8,8,16,ebpf,43,50,16,152,2,16,True,,False
42304664,97812,16,16,8,ebpf,83,98,32,296,1,16,True,,False
21054948,97812,16,16,8,ebpf,83,98,32,296,2,32,True,,False
22665080,98264,32,16,4,dropmon,163,194,32,568,1,32,True,,False
16233815,98264,32,16,4,dropmon,163,194,32,568,2,64,True,,False
9308025,97368,4,0,4,timeout,23,26,0,76,1,4,False,,False
17748217,97368,4,0,4,timeout,23,26,0,76,2,8,False,,False
8499108,98284,32,32,1,dropmon,163,194,64,584,1,32,True,,False
4348139,98284,32,32,1,dropmon,163,194,64,584,2,64,True,,False
83891415,99388,64,32,16,ebpf,323,386,64,1128,1,64,True,,False
83138349,99388,64,32,16,ebpf,323,386,64,1128,2,128,True,,False
27876690,97516,8,4,4,ebpf,43,50,8,148,1,8,True,,False
14903741,97516,8,4,4,ebpf,43,50,8,148,2,16,True,,False
11358691,97372,4,2,16,ebpf,23,26,4,78,1,4,False,,False
12442781,97372,4,2,16,ebpf,23,26,4,78,2,8,False,,False
20919399,97812,16,16,4,dropmon,83,98,32,296,1,16,True,,False
11218909,97812,16,16,4,dropmon,83,98,32,296,2,32,True,,False
21708408,98284,32,32,4,timeout,163,194,64,584,1,32,True,,False
15484913,98284,32,32,4,timeout,163,194,64,584,2,64,True,,False
8054651,97800,16,8,1,dropmon,83,98,16,288,1,16,True,,False
9493561,97800,16,8,1,dropmon,83,98,16,288,2,32,True,,False
41536292,97524,8,8,8,timeout,43,50,16,152,1,8,True,,False
26864226,97524,8,8,8,timeout,43,50,16,152,2,16,True,,False
8455171,98264,32,16,1,timeout,163,194,32,568,1,32,True,,False
9951122,98264,32,16,1,timeout,163,194,32,568,2,64,True,,False
43985521,99388,64,32,8,ebpf,323,386,64,1128,1,64,True,,False
87086858,99388,64,32,8,ebpf,323,386,64,1128,2,128,True,,False
24925244,99388,64,32,4,dropmon,323,386,64,1128,1,64,True,,False
11846612,99388,64,32,4,dropmon,323,386,64,1128,2,128,True,,False
44982274,99388,64,32,8,timeout,323,386,64,1128,1,64,True,,False
31484120,99388,64,32,8,timeout,323,386,64,1128,2,128,True,,False
11159529,97368,4,0,8,timeout,23,26,0,76,1,4,False,,False
13337467,97368,4,0,8,timeout,23,26,0,76,2,8,False,,False
8264955,97524,8,8,1,timeout,43,50,16,152,1,8,True,,False
4374647,97524,8,8,1,timeout,43,50,16,152,2,16,True,,False
9052384,97372,4,4,1,dropmon,23,26,8,80,1,4,True,,False
4617850,97372,4,4,1,dropmon,23,26,8,80,2,8,True,,False
81142273,98232,32,0,8,ebpf,163,194,0,552,1,32,False,,False
152471398,98232,32,0,8,ebpf,163,194,0,552,2,64,False,,False
38536263,97524,8,8,16,timeout,43,50,16,152,1,8,True,,False
47255776,97524,8,8,16,timeout,43,50,16,152,2,16,True,,False
14343478,97516,8,4,16,timeout,43,50,8,148,1,8,False,,False
38530164,97516,8,4,16,timeout,43,50,8,148,2,16,True,,False
18010205,97508,8,0,8,ebpf,43,50,0,144,1,8,False,,False
39301441,97508,8,0,8,ebpf,43,50,0,144,2,16,False,,False
88053498,98232,32,0,4,timeout,163,194,0,552,1,32,False,,False
132193913,98232,32,0,4,timeout,163,194,0,552,2,64,False,,False
8891699,97368,4,0,16,dropmon,23,26,0,76,1,4,False,,False
16608613,97368,4,0,16,dropmon,23,26,0,76,2,8,False,,False
22555257,97372,4,4,16,dropmon,23,26,8,80,1,4,True,,False
30594239,97372,4,4,16,dropmon,23,26,8,80,2,8,True,,False
46800729,97524,8,8,8,dropmon,43,50,16,152,1,8,True,,False
28200901,97524,8,8,8,dropmon,43,50,16,152,2,16,True,,False
24935817,97516,8,4,4,dropmon,43,50,8,148,1,8,True,,False
44027601,97516,8,4,4,dropmon,43,50,8,148,2,16,True,,False
28325977,97788,16,0,8,timeout,83,98,0,280,1,16,False,,False
49565196,97788,16,0,8,timeout,83,98,0,280,2,32,False,,False
43513305,99436,64,64,8,timeout,323,386,128,1160,1,64,True,,False
20417384,99436,64,64,8,timeout,323,386,128,1160,2,128,True,,False
8457577,99388,64,32,1,timeout,323,386,64,1128,1,64,True,,False
7344623,99388,64,32,1,timeout,323,386,64,1128,2,128,True,,False
24635108,97372,4,4,4,dropmon,23,26,8,80,1,4,True,,False
12309983,97372,4,4,4,dropmon,23,26,8,80,2,8,True,,False
77443719,98232,32,0,8,dropmon,163,194,0,552,1,32,False,,False
140905567,98232,32,0,8,dropmon,163,194,0,552,2,64,False,,False
15736363,97368,4,0,1,timeout,23,26,0,76,1,4,False,,False
25311051,97368,4,0,1,timeout,23,26,0,76,2,8,False,,False
11352138,97368,4,0,16,ebpf,23,26,0,76,1,4,False,,False
16376080,97368,4,0,16,ebpf,23,26,0,76,2,8,False,,False
191255477,99408,64,0,4,ebpf,323,386,0,1096,1,64,False,,False
302936002,99408,64,0,4,ebpf,323,386,0,1096,2,128,False,,False
71436715,98264,32,16,16,dropmon,163,194,32,568,1,32,True,,False
44443728,98264,32,16,16,dropmon,163,194,32,568,2,64,True,,False
33816221,98284,32,32,8,dropmon,163,194,64,584,1,32,True,,False
27967306,98284,32,32,8,dropmon,163,194,64,584,2,64,True,,False
9578885,97516,8,4,1,ebpf,43,50,8,148,1,8,True,,False
4608567,97516,8,4,1,ebpf,43,50,8,148,2,16,True,,False
10771523,97372,4,2,4,timeout,23,26,4,78,1,4,False,,False
19149923,97372,4,2,4,timeout,23,26,4,78,2,8,False,,False
78837202,99388,64,32,16,dropmon,323,386,64,1128,1,64,True,,False
60909325,99388,64,32,16,dropmon,323,386,64,1128,2,128,True,,False
44016072,97788,16,0,4,dropmon,83,98,0,280,1,16,False,,False
63286846,97788,16,0,4,dropmon,83,98,0,280,2,32,False,,False
46050185,97788,16,0,4,timeout,83,98,0,280,1,16,False,,False
81956363,97788,16,0,4,timeout,83,98,0,280,2,32,False,,False
