overall_lat,rewind_lat,rewind_injections,pkt_lat,drop_lat,timeout,lbs,servers,algorithm,procs,drop_method,num_nodes,num_links,num_updates,total_conn,invariant,independent_cec,violated
227293,8,-1,125,0,200,4,4,sh,1,timeout,26,25,0,128,3,1,False
2426548,2089170,3,127,0,199,4,4,sh,1,timeout,26,25,0,128,3,1,False
184347,8,-1,147,0,189,4,4,sh,1,timeout,26,25,0,128,3,1,False
251387,7,-1,97,0,203,4,4,sh,1,timeout,26,25,0,128,3,1,False
2170685,1976004,4,128,0,202,4,4,sh,1,timeout,26,25,0,128,3,1,False
167557,8,-1,149,0,192,4,4,sh,1,timeout,26,25,0,128,3,1,False
1699428,1530828,2,124,0,193,4,4,sh,1,timeout,26,25,0,128,3,1,False
242842,7,-1,104,0,192,4,4,sh,1,timeout,26,25,0,128,3,1,False
201152,7,-1,134,0,202,4,4,sh,1,timeout,26,25,0,128,3,1,False
202436,7,-1,103,0,198,4,4,sh,1,timeout,26,25,0,128,3,1,False
2436309,2276162,4,139,0,183,4,4,sh,1,timeout,26,25,0,128,3,1,False
176075,7,-1,102,0,186,4,4,sh,1,timeout,26,25,0,128,3,1,False
2035104,1866115,3,90,0,234,4,4,sh,1,timeout,26,25,0,128,3,1,False
227027,8,-1,100,0,238,4,4,sh,1,timeout,26,25,0,128,3,1,False
192858,7,-1,88,0,230,4,4,sh,1,timeout,26,25,0,128,3,1,False
2378372,2184811,4,147,0,216,4,4,sh,1,timeout,26,25,0,128,3,1,False
160677,7,-1,121,0,232,4,4,sh,1,timeout,26,25,0,128,3,1,False
1900955,1724168,3,104,0,196,4,4,sh,1,timeout,26,25,0,128,3,1,False
217939,7,-1,145,0,197,4,4,sh,1,timeout,26,25,0,128,3,1,False
192934,7,-1,130,0,206,4,4,sh,1,timeout,26,25,0,128,3,1,False
2395261,2208912,4,118,0,192,4,4,sh,1,timeout,26,25,0,128,3,1,False
217872,7,-1,152,0,190,4,4,sh,1,timeout,26,25,0,128,3,1,False
1857654,1697324,2,122,0,232,4,4,sh,1,timeout,26,25,0,128,3,1,False
176224,27,-1,132,0,220,4,4,sh,1,timeout,26,25,0,128,3,1,False
184530,8,-1,131,0,205,4,4,sh,1,timeout,26,25,0,128,3,1,False
242852,7,-1,120,0,195,4,4,sh,1,timeout,26,25,0,128,3,1,False
2337624,2160609,4,128,0,193,4,4,sh,1,timeout,26,25,0,128,3,1,False
259596,9,-1,147,0,189,4,4,sh,1,timeout,26,25,0,128,3,1,False
2518056,2257811,3,149,0,186,4,4,sh,1,timeout,26,25,0,128,3,1,False
177356,8,-1,156,0,206,4,4,sh,1,timeout,26,25,0,128,3,1,False
159413,7,-1,145,0,222,4,4,sh,1,timeout,26,25,0,128,3,1,False
2044520,1867606,4,102,0,234,4,4,sh,1,timeout,26,25,0,128,3,1,False
192822,5,-1,113,0,242,4,4,sh,1,timeout,26,25,0,128,3,1,False
2527237,2340877,3,157,0,224,4,4,sh,1,timeout,26,25,0,128,3,1,False
176234,8,-1,143,0,233,4,4,sh,1,timeout,26,25,0,128,3,1,False
201098,7,-1,146,0,224,4,4,sh,1,timeout,26,25,0,128,3,1,False
2137448,1976023,4,143,0,223,4,4,sh,1,timeout,26,25,0,128,3,1,False
167689,7,-1,142,0,214,4,4,sh,1,timeout,26,25,0,128,3,1,False
2049649,1872692,2,141,0,209,4,4,sh,1,timeout,26,25,0,128,3,1,False
184431,7,-1,116,0,205,4,4,sh,1,timeout,26,25,0,128,3,1,False
184287,7,-1,109,0,207,4,4,sh,1,timeout,26,25,0,128,3,1,False
184380,7,-1,120,0,208,4,4,sh,1,timeout,26,25,0,128,3,1,False
2095196,1901912,4,135,0,203,4,4,sh,1,timeout,26,25,0,128,3,1,False
242655,7,-1,131,0,206,4,4,sh,1,timeout,26,25,0,128,3,1,False
2334146,1949324,3,151,0,205,4,4,sh,1,timeout,26,25,0,128,3,1,False
176218,7,-1,109,0,214,4,4,sh,1,timeout,26,25,0,128,3,1,False
252420,8,-1,160,0,214,4,4,sh,1,timeout,26,25,0,128,3,1,False
2244733,2042925,4,148,0,187,4,4,sh,1,timeout,26,25,0,128,3,1,False
201234,7,-1,144,0,195,4,4,sh,1,timeout,26,25,0,128,3,1,False
1860720,1699398,3,130,0,208,4,4,sh,1,timeout,26,25,0,128,3,1,False
217913,7,-1,148,0,198,4,4,sh,1,timeout,26,25,0,128,3,1,False
184424,7,-1,106,0,201,4,4,sh,1,timeout,26,25,0,128,3,1,False
2435652,2275704,4,133,0,202,4,4,sh,1,timeout,26,25,0,128,3,1,False
177186,8,-1,147,0,197,4,4,sh,1,timeout,26,25,0,128,3,1,False
1679750,1519645,1,151,0,213,4,4,sh,1,timeout,26,25,0,128,3,1,False
160658,8,-1,127,0,216,4,4,sh,1,timeout,26,25,0,128,3,1,False
184512,8,-1,132,0,210,4,4,sh,1,timeout,26,25,0,128,3,1,False
159455,7,-1,125,0,200,4,4,sh,1,timeout,26,25,0,128,3,1,False
159417,17,-1,158,0,198,4,4,sh,1,timeout,26,25,0,128,3,1,False
2612385,2451068,4,99,0,204,4,4,sh,1,timeout,26,25,0,128,3,1,False
167741,7,-1,118,0,225,4,4,sh,1,timeout,26,25,0,128,3,1,False
2042715,1882592,3,125,0,212,4,4,sh,1,timeout,26,25,0,128,3,1,False
176153,8,-1,122,0,197,4,4,sh,1,timeout,26,25,0,128,3,1,False
176114,7,-1,145,0,182,4,4,sh,1,timeout,26,25,0,128,3,1,False
2612356,2418883,4,146,0,211,4,4,sh,1,timeout,26,25,0,128,3,1,False
192817,7,-1,145,0,214,4,4,sh,1,timeout,26,25,0,128,3,1,False
1901460,1741207,3,147,0,200,4,4,sh,1,timeout,26,25,0,128,3,1,False
160639,7,-1,123,0,203,4,4,sh,1,timeout,26,25,0,128,3,1,False
184650,7,-1,141,0,201,4,4,sh,1,timeout,26,25,0,128,3,1,False
2169477,1942539,4,146,0,199,4,4,sh,1,timeout,26,25,0,128,3,1,False
201015,8,-1,118,0,201,4,4,sh,1,timeout,26,25,0,128,3,1,False
2124518,1964510,2,145,0,203,4,4,sh,1,timeout,26,25,0,128,3,1,False
160747,8,-1,113,0,205,4,4,sh,1,timeout,26,25,0,128,3,1,False
168010,7,-1,109,0,206,4,4,sh,1,timeout,26,25,0,128,3,1,False
176068,10,-1,107,0,207,4,4,sh,1,timeout,26,25,0,128,3,1,False
2145781,1934344,4,128,0,230,4,4,sh,1,timeout,26,25,0,128,3,1,False
226350,4,-1,97,0,222,4,4,sh,1,timeout,26,25,0,128,3,1,False
2359974,2183345,3,134,0,202,4,4,sh,1,timeout,26,25,0,128,3,1,False
184367,8,-1,160,0,206,4,4,sh,1,timeout,26,25,0,128,3,1,False
167775,7,-1,110,0,239,4,4,sh,1,timeout,26,25,0,128,3,1,False
2120675,1935655,4,130,0,214,4,4,sh,1,timeout,26,25,0,128,3,1,False
176066,7,-1,126,0,199,4,4,sh,1,timeout,26,25,0,128,3,1,False
2276027,1765785,3,128,0,186,4,4,sh,1,timeout,26,25,0,128,3,1,False
202192,8,-1,82,0,176,4,4,sh,1,timeout,26,25,0,128,3,1,False
226240,7,-1,121,0,198,4,4,sh,1,timeout,26,25,0,128,3,1,False
2110953,1934048,4,126,0,184,4,4,sh,1,timeout,26,25,0,128,3,1,False
201310,7,-1,123,0,180,4,4,sh,1,timeout,26,25,0,128,3,1,False
1891210,1664450,2,100,0,173,4,4,sh,1,timeout,26,25,0,128,3,1,False
194048,7,-1,152,0,179,4,4,sh,1,timeout,26,25,0,128,3,1,False
192828,7,-1,96,0,205,4,4,sh,1,timeout,26,25,0,128,3,1,False
167852,7,-1,134,0,210,4,4,sh,1,timeout,26,25,0,128,3,1,False
2619577,2401155,4,145,0,203,4,4,sh,1,timeout,26,25,0,128,3,1,False
352215,8,-1,154,0,206,4,4,sh,1,timeout,26,25,0,128,3,1,False
2009682,1841144,3,156,0,217,4,4,sh,1,timeout,26,25,0,128,3,1,False
184386,7,-1,157,0,220,4,4,sh,1,timeout,26,25,0,128,3,1,False
176231,7,-1,99,0,223,4,4,sh,1,timeout,26,25,0,128,3,1,False
2487700,2302559,4,112,0,218,4,4,sh,1,timeout,26,25,0,128,3,1,False
226027,7,-1,88,0,211,4,4,sh,1,timeout,26,25,0,128,3,1,False
2042649,1874116,3,127,0,227,4,4,sh,1,timeout,26,25,0,128,3,1,False
167773,8,-1,134,0,213,4,4,sh,1,timeout,26,25,0,128,3,1,False
202295,7,-1,116,0,210,4,4,sh,1,timeout,26,25,0,128,3,1,False
2535801,2342476,4,125,0,219,4,4,sh,1,timeout,26,25,0,128,3,1,False
176061,8,-1,125,0,204,4,4,sh,1,timeout,26,25,0,128,3,1,False
1740763,1564078,2,133,0,216,4,4,sh,1,timeout,26,25,0,128,3,1,False
176080,7,-1,109,0,207,4,4,sh,1,timeout,26,25,0,128,3,1,False
177247,8,-1,149,0,204,4,4,sh,1,timeout,26,25,0,128,3,1,False
193030,8,-1,101,0,214,4,4,sh,1,timeout,26,25,0,128,3,1,False
2444582,2226154,4,146,0,187,4,4,sh,1,timeout,26,25,0,128,3,1,False
201075,7,-1,148,0,201,4,4,sh,1,timeout,26,25,0,128,3,1,False
1894776,1725050,3,126,0,214,4,4,sh,1,timeout,26,25,0,128,3,1,False
209872,7,-1,103,0,205,4,4,sh,1,timeout,26,25,0,128,3,1,False
201054,7,-1,108,0,202,4,4,sh,1,timeout,26,25,0,128,3,1,False
2204549,2018129,4,144,0,191,4,4,sh,1,timeout,26,25,0,128,3,1,False
167843,7,-1,127,0,200,4,4,sh,1,timeout,26,25,0,128,3,1,False
2284478,2074391,3,154,0,204,4,4,sh,1,timeout,26,25,0,128,3,1,False
184319,8,-1,144,0,219,4,4,sh,1,timeout,26,25,0,128,3,1,False
176089,8,-1,129,0,216,4,4,sh,1,timeout,26,25,0,128,3,1,False
2053728,1893609,4,125,0,202,4,4,sh,1,timeout,26,25,0,128,3,1,False
159581,8,-1,126,0,196,4,4,sh,1,timeout,26,25,0,128,3,1,False
1437865,1350085,0,134,0,190,4,4,sh,1,timeout,26,25,0,128,3,1,False
176149,8,-1,129,0,185,4,4,sh,1,timeout,26,25,0,128,3,1,False
509756,7,-1,129,0,175,4,4,sh,1,timeout,26,25,0,128,3,1,False
159431,7,-1,145,0,170,4,4,sh,1,timeout,26,25,0,128,3,1,False
169162,7,-1,140,0,178,4,4,sh,1,timeout,26,25,0,128,3,1,False
193202,4,-1,136,0,179,4,4,sh,1,timeout,26,25,0,128,3,1,False
2127797,1967713,4,114,0,189,4,4,sh,1,timeout,26,25,0,128,3,1,False
184533,7,-1,140,0,199,4,4,sh,1,timeout,26,25,0,128,3,1,False
2385800,2227375,3,106,0,219,4,4,sh,1,timeout,26,25,0,128,3,1,False
159422,8,-1,90,0,212,4,4,sh,1,timeout,26,25,0,128,3,1,False
159601,4,-1,149,0,212,4,4,sh,1,timeout,26,25,0,128,3,1,False
2612941,2451453,4,114,0,230,4,4,sh,1,timeout,26,25,0,128,3,1,False
159527,8,-1,142,0,214,4,4,sh,1,timeout,26,25,0,128,3,1,False
1901201,1732671,3,109,0,212,4,4,sh,1,timeout,26,25,0,128,3,1,False
159397,7,-1,95,0,209,4,4,sh,1,timeout,26,25,0,128,3,1,False
159341,7,-1,109,0,214,4,4,sh,1,timeout,26,25,0,128,3,1,False
2453908,2293772,4,119,0,212,4,4,sh,1,timeout,26,25,0,128,3,1,False
159479,7,-1,120,0,197,4,4,sh,1,timeout,26,25,0,128,3,1,False
1832804,1656022,2,101,0,179,4,4,sh,1,timeout,26,25,0,128,3,1,False
176261,8,-1,115,0,185,4,4,sh,1,timeout,26,25,0,128,3,1,False
217975,7,-1,122,0,179,4,4,sh,1,timeout,26,25,0,128,3,1,False
202369,7,-1,112,0,174,4,4,sh,1,timeout,26,25,0,128,3,1,False
2495037,2318185,4,146,0,240,4,4,sh,1,timeout,26,25,0,128,3,1,False
184478,8,-1,133,0,232,4,4,sh,1,timeout,26,25,0,128,3,1,False
2019580,1849712,3,131,0,210,4,4,sh,1,timeout,26,25,0,128,3,1,False
167967,8,-1,127,0,204,4,4,sh,1,timeout,26,25,0,128,3,1,False
159494,8,-1,150,0,202,4,4,sh,1,timeout,26,25,0,128,3,1,False
2446009,2292972,4,105,0,195,4,4,sh,1,timeout,26,25,0,128,3,1,False
167757,8,-1,137,0,204,4,4,sh,1,timeout,26,25,0,128,3,1,False
2084500,1915965,3,131,0,195,4,4,sh,1,timeout,26,25,0,128,3,1,False
151363,8,-1,129,0,190,4,4,sh,1,timeout,26,25,0,128,3,1,False
176223,7,-1,150,0,184,4,4,sh,1,timeout,26,25,0,128,3,1,False
2195433,2018634,4,155,0,186,4,4,sh,1,timeout,26,25,0,128,3,1,False
201114,8,-1,115,0,194,4,4,sh,1,timeout,26,25,0,128,3,1,False
2257781,2055830,2,140,0,226,4,4,sh,1,timeout,26,25,0,128,3,1,False
175978,8,-1,115,0,216,4,4,sh,1,timeout,26,25,0,128,3,1,False
227414,7,-1,121,0,217,4,4,sh,1,timeout,26,25,0,128,3,1,False
192860,7,-1,146,0,210,4,4,sh,1,timeout,26,25,0,128,3,1,False
2177913,2001186,4,151,0,185,4,4,sh,1,timeout,26,25,0,128,3,1,False
184643,8,-1,129,0,193,4,4,sh,1,timeout,26,25,0,128,3,1,False
2135951,1949562,3,152,0,204,4,4,sh,1,timeout,26,25,0,128,3,1,False
217704,7,-1,152,0,219,4,4,sh,1,timeout,26,25,0,128,3,1,False
209554,7,-1,98,0,228,4,4,sh,1,timeout,26,25,0,128,3,1,False
2153649,1975791,4,108,0,218,4,4,sh,1,timeout,26,25,0,128,3,1,False
175919,8,-1,133,0,215,4,4,sh,1,timeout,26,25,0,128,3,1,False
2293755,1825058,3,152,0,184,4,4,sh,1,timeout,26,25,0,128,3,1,False
242615,8,-1,115,0,204,4,4,sh,1,timeout,26,25,0,128,3,1,False
217595,7,-1,147,0,202,4,4,sh,1,timeout,26,25,0,128,3,1,False
2146411,1969725,4,111,0,198,4,4,sh,1,timeout,26,25,0,128,3,1,False
159383,7,-1,151,0,196,4,4,sh,1,timeout,26,25,0,128,3,1,False
1699486,1539178,2,113,0,243,4,4,sh,1,timeout,26,25,0,128,3,1,False
159475,7,-1,148,0,235,4,4,sh,1,timeout,26,25,0,128,3,1,False
159420,8,-1,123,0,239,4,4,sh,1,timeout,26,25,0,128,3,1,False
168972,7,-1,150,0,223,4,4,sh,1,timeout,26,25,0,128,3,1,False
2461228,2292843,4,149,0,201,4,4,sh,1,timeout,26,25,0,128,3,1,False
217663,8,-1,116,0,204,4,4,sh,1,timeout,26,25,0,128,3,1,False
2134775,1974758,3,136,0,196,4,4,sh,1,timeout,26,25,0,128,3,1,False
177497,7,-1,130,0,198,4,4,sh,1,timeout,26,25,0,128,3,1,False
184378,8,-1,170,0,188,4,4,sh,1,timeout,26,25,0,128,3,1,False
2394605,2159240,4,151,0,231,4,4,sh,1,timeout,26,25,0,128,3,1,False
193746,8,-1,112,0,235,4,4,sh,1,timeout,26,25,0,128,3,1,False
1967201,1797720,3,134,0,186,4,4,sh,1,timeout,26,25,0,128,3,1,False
209510,9,-1,146,0,181,4,4,sh,1,timeout,26,25,0,128,3,1,False
176176,7,-1,111,0,189,4,4,sh,1,timeout,26,25,0,128,3,1,False
2562637,2351216,4,148,0,224,4,4,sh,1,timeout,26,25,0,128,3,1,False
209691,7,-1,111,0,228,4,4,sh,1,timeout,26,25,0,128,3,1,False
1580966,1419686,1,108,0,216,4,4,sh,1,timeout,26,25,0,128,3,1,False
167873,8,-1,108,0,213,4,4,sh,1,timeout,26,25,0,128,3,1,False
159505,8,-1,129,0,210,4,4,sh,1,timeout,26,25,0,128,3,1,False
159510,7,-1,126,0,206,4,4,sh,1,timeout,26,25,0,128,3,1,False
176201,7,-1,148,0,197,4,4,sh,1,timeout,26,25,0,128,3,1,False
2329074,1987403,4,107,0,213,4,4,sh,1,timeout,26,25,0,128,3,1,False
176216,7,-1,125,0,193,4,4,sh,1,timeout,26,25,0,128,3,1,False
1984702,1791211,3,131,0,186,4,4,sh,1,timeout,26,25,0,128,3,1,False
327576,7,-1,102,0,189,4,4,sh,1,timeout,26,25,0,128,3,1,False
167938,7,-1,106,0,186,4,4,sh,1,timeout,26,25,0,128,3,1,False
2253488,2068362,4,158,0,182,4,4,sh,1,timeout,26,25,0,128,3,1,False
167799,7,-1,149,0,209,4,4,sh,1,timeout,26,25,0,128,3,1,False
2377562,2166226,3,131,0,228,4,4,sh,1,timeout,26,25,0,128,3,1,False
176108,7,-1,109,0,217,4,4,sh,1,timeout,26,25,0,128,3,1,False
192770,7,-1,129,0,222,4,4,sh,1,timeout,26,25,0,128,3,1,False
2279415,2084856,4,137,0,187,4,4,sh,1,timeout,26,25,0,128,3,1,False
184420,7,-1,112,0,189,4,4,sh,1,timeout,26,25,0,128,3,1,False
2132659,1964115,2,136,0,202,4,4,sh,1,timeout,26,25,0,128,3,1,False
192817,8,-1,140,0,198,4,4,sh,1,timeout,26,25,0,128,3,1,False
217753,7,-1,115,0,200,4,4,sh,1,timeout,26,25,0,128,3,1,False
217768,7,-1,128,0,197,4,4,sh,1,timeout,26,25,0,128,3,1,False
2112320,1943951,4,153,0,205,4,4,sh,1,timeout,26,25,0,128,3,1,False
176118,8,-1,131,0,208,4,4,sh,1,timeout,26,25,0,128,3,1,False
2242848,2057618,3,152,0,228,4,4,sh,1,timeout,26,25,0,128,3,1,False
184462,7,-1,156,0,230,4,4,sh,1,timeout,26,25,0,128,3,1,False
168994,8,-1,134,0,233,4,4,sh,1,timeout,26,25,0,128,3,1,False
2219332,2026018,4,108,0,222,4,4,sh,1,timeout,26,25,0,128,3,1,False
184545,8,-1,122,0,231,4,4,sh,1,timeout,26,25,0,128,3,1,False
2094337,1691310,3,126,0,215,4,4,sh,1,timeout,26,25,0,128,3,1,False
217872,7,-1,122,0,209,4,4,sh,1,timeout,26,25,0,128,3,1,False
250952,7,-1,129,0,207,4,4,sh,1,timeout,26,25,0,128,3,1,False
2294533,2109280,4,126,0,194,4,4,sh,1,timeout,26,25,0,128,3,1,False
160623,7,-1,127,0,193,4,4,sh,1,timeout,26,25,0,128,3,1,False
1741179,1579828,2,108,0,207,4,4,sh,1,timeout,26,25,0,128,3,1,False
201172,8,-1,130,0,217,4,4,sh,1,timeout,26,25,0,128,3,1,False
201291,8,-1,128,0,202,4,4,sh,1,timeout,26,25,0,128,3,1,False
176304,7,-1,122,0,192,4,4,sh,1,timeout,26,25,0,128,3,1,False
2462548,2293934,4,134,0,234,4,4,sh,1,timeout,26,25,0,128,3,1,False
176121,8,-1,127,0,227,4,4,sh,1,timeout,26,25,0,128,3,1,False
2134652,1935552,3,109,0,219,4,4,sh,1,timeout,26,25,0,128,3,1,False
167826,8,-1,110,0,215,4,4,sh,1,timeout,26,25,0,128,3,1,False
152566,4,-1,106,0,212,4,4,sh,1,timeout,26,25,0,128,3,1,False
2453180,2268016,4,148,0,232,4,4,sh,1,timeout,26,25,0,128,3,1,False
226183,7,-1,133,0,236,4,4,sh,1,timeout,26,25,0,128,3,1,False
1885637,1699251,3,145,0,212,4,4,sh,1,timeout,26,25,0,128,3,1,False
217834,8,-1,113,0,214,4,4,sh,1,timeout,26,25,0,128,3,1,False
217858,7,-1,129,0,215,4,4,sh,1,timeout,26,25,0,128,3,1,False
2396038,2167957,4,150,0,219,4,4,sh,1,timeout,26,25,0,128,3,1,False
175956,8,-1,98,0,223,4,4,sh,1,timeout,26,25,0,128,3,1,False
1758761,1581887,2,132,0,219,4,4,sh,1,timeout,26,25,0,128,3,1,False
201099,7,-1,146,0,204,4,4,sh,1,timeout,26,25,0,128,3,1,False
192924,7,-1,147,0,207,4,4,sh,1,timeout,26,25,0,128,3,1,False
217730,7,-1,99,0,210,4,4,sh,1,timeout,26,25,0,128,3,1,False
2270898,2085702,4,154,0,216,4,4,sh,1,timeout,26,25,0,128,3,1,False
192759,8,-1,125,0,225,4,4,sh,1,timeout,26,25,0,128,3,1,False
2359231,2174304,3,127,0,250,4,4,sh,1,timeout,26,25,0,128,3,1,False
167892,7,-1,97,0,247,4,4,sh,1,timeout,26,25,0,128,3,1,False
177336,7,-1,133,0,258,4,4,sh,1,timeout,26,25,0,128,3,1,False
2311518,2134744,4,108,0,228,4,4,sh,1,timeout,26,25,0,128,3,1,False
168012,4,-1,127,0,236,4,4,sh,1,timeout,26,25,0,128,3,1,False
2451951,2257298,3,108,0,213,4,4,sh,1,timeout,26,25,0,128,3,1,False
176245,7,-1,131,0,213,4,4,sh,1,timeout,26,25,0,128,3,1,False
192785,7,-1,123,0,203,4,4,sh,1,timeout,26,25,0,128,3,1,False
2177373,1984041,4,102,0,237,4,4,sh,1,timeout,26,25,0,128,3,1,False
202545,8,-1,150,0,245,4,4,sh,1,timeout,26,25,0,128,3,1,False
1979895,1794726,1,114,0,229,4,4,sh,1,timeout,26,25,0,128,3,1,False
193929,7,-1,128,0,225,4,4,sh,1,timeout,26,25,0,128,3,1,False
150968,8,-1,109,0,210,4,4,sh,1,timeout,26,25,0,128,3,1,False
176227,7,-1,129,0,211,4,4,sh,1,timeout,26,25,0,128,3,1,False
176021,8,-1,124,0,201,4,4,sh,1,timeout,26,25,0,128,3,1,False
2178452,2000332,4,126,0,219,4,4,sh,1,timeout,26,25,0,128,3,1,False
176155,8,-1,136,0,204,4,4,sh,1,timeout,26,25,0,128,3,1,False
2309629,2132823,3,125,0,263,4,4,sh,1,timeout,26,25,0,128,3,1,False
159441,8,-1,157,0,255,4,4,sh,1,timeout,26,25,0,128,3,1,False
159341,7,-1,131,0,253,4,4,sh,1,timeout,26,25,0,128,3,1,False
2246045,2035874,4,123,0,242,4,4,sh,1,timeout,26,25,0,128,3,1,False
226290,8,-1,117,0,239,4,4,sh,1,timeout,26,25,0,128,3,1,False
2101194,1907573,3,108,0,228,4,4,sh,1,timeout,26,25,0,128,3,1,False
185552,8,-1,148,0,220,4,4,sh,1,timeout,26,25,0,128,3,1,False
176262,7,-1,151,0,230,4,4,sh,1,timeout,26,25,0,128,3,1,False
2485994,2292476,4,141,0,240,4,4,sh,1,timeout,26,25,0,128,3,1,False
184770,8,-1,152,0,238,4,4,sh,1,timeout,26,25,0,128,3,1,False
1816052,1564343,2,142,0,251,4,4,sh,1,timeout,26,25,0,128,3,1,False
185664,9,-1,116,0,231,4,4,sh,1,timeout,26,25,0,128,3,1,False
184695,8,-1,136,0,231,4,4,sh,1,timeout,26,25,0,128,3,1,False
167744,7,-1,126,0,216,4,4,sh,1,timeout,26,25,0,128,3,1,False
2620212,2443525,4,136,0,219,4,4,sh,1,timeout,26,25,0,128,3,1,False
185507,8,-1,105,0,204,4,4,sh,1,timeout,26,25,0,128,3,1,False
1876364,1691178,3,151,0,185,4,4,sh,1,timeout,26,25,0,128,3,1,False
167764,7,-1,144,0,199,4,4,sh,1,timeout,26,25,0,128,3,1,False
159570,7,-1,134,0,201,4,4,sh,1,timeout,26,25,0,128,3,1,False
2514819,2304838,4,149,0,201,4,4,sh,1,timeout,26,25,0,128,3,1,False
159440,7,-1,138,0,202,4,4,sh,1,timeout,26,25,0,128,3,1,False
1868354,1708207,3,122,0,193,4,4,sh,1,timeout,26,25,0,128,3,1,False
167740,7,-1,104,0,199,4,4,sh,1,timeout,26,25,0,128,3,1,False
177619,4,-1,163,0,212,4,4,sh,1,timeout,26,25,0,128,3,1,False
2336212,2142734,4,117,0,236,4,4,sh,1,timeout,26,25,0,128,3,1,False
184357,16,-1,142,0,237,4,4,sh,1,timeout,26,25,0,128,3,1,False
2124728,1964498,2,111,0,235,4,4,sh,1,timeout,26,25,0,128,3,1,False
177463,8,-1,131,0,228,4,4,sh,1,timeout,26,25,0,128,3,1,False
151107,7,-1,130,0,219,4,4,sh,1,timeout,26,25,0,128,3,1,False
176211,7,-1,100,0,210,4,4,sh,1,timeout,26,25,0,128,3,1,False
2203143,2017945,4,117,0,188,4,4,sh,1,timeout,26,25,0,128,3,1,False
152276,8,-1,154,0,182,4,4,sh,1,timeout,26,25,0,128,3,1,False
2401564,2199610,3,139,0,243,4,4,sh,1,timeout,26,25,0,128,3,1,False
201299,8,-1,141,0,228,4,4,sh,1,timeout,26,25,0,128,3,1,False
217751,8,-1,134,0,213,4,4,sh,1,timeout,26,25,0,128,3,1,False
2287675,2110819,4,146,0,244,4,4,sh,1,timeout,26,25,0,128,3,1,False
226153,8,-1,148,0,229,4,4,sh,1,timeout,26,25,0,128,3,1,False
2409785,2182984,3,124,0,215,4,4,sh,1,timeout,26,25,0,128,3,1,False
194156,7,-1,155,0,212,4,4,sh,1,timeout,26,25,0,128,3,1,False
209356,7,-1,125,0,215,4,4,sh,1,timeout,26,25,0,128,3,1,False
2277395,2092188,4,141,0,227,4,4,sh,1,timeout,26,25,0,128,3,1,False
176098,8,-1,160,0,218,4,4,sh,1,timeout,26,25,0,128,3,1,False
1724398,1564320,2,144,0,252,4,4,sh,1,timeout,26,25,0,128,3,1,False
177142,7,-1,150,0,232,4,4,sh,1,timeout,26,25,0,128,3,1,False
176282,7,-1,151,0,223,4,4,sh,1,timeout,26,25,0,128,3,1,False
167738,7,-1,143,0,219,4,4,sh,1,timeout,26,25,0,128,3,1,False
2502618,2350669,4,107,0,225,4,4,sh,1,timeout,26,25,0,128,3,1,False
210571,7,-1,152,0,221,4,4,sh,1,timeout,26,25,0,128,3,1,False
2059185,1840864,3,129,0,203,4,4,sh,1,timeout,26,25,0,128,3,1,False
184697,8,-1,134,0,193,4,4,sh,1,timeout,26,25,0,128,3,1,False
209541,8,-1,133,0,183,4,4,sh,1,timeout,26,25,0,128,3,1,False
2579443,2377687,4,156,0,231,4,4,sh,1,timeout,26,25,0,128,3,1,False
226113,8,-1,127,0,222,4,4,sh,1,timeout,26,25,0,128,3,1,False
1992739,1807692,3,168,0,226,4,4,sh,1,timeout,26,25,0,128,3,1,False
217850,8,-1,124,0,241,4,4,sh,1,timeout,26,25,0,128,3,1,False
169039,7,-1,118,0,237,4,4,sh,1,timeout,26,25,0,128,3,1,False
2502454,2308886,4,105,0,239,4,4,sh,1,timeout,26,25,0,128,3,1,False
201192,7,-1,75,0,243,4,4,sh,1,timeout,26,25,0,128,3,1,False
1681269,1496061,1,137,0,242,4,4,sh,1,timeout,26,25,0,128,3,1,False
159552,7,-1,125,0,240,4,4,sh,1,timeout,26,25,0,128,3,1,False
185910,8,-1,112,0,220,4,4,sh,1,timeout,26,25,0,128,3,1,False
159495,7,-1,134,0,213,4,4,sh,1,timeout,26,25,0,128,3,1,False
159378,7,-1,125,0,210,4,4,sh,1,timeout,26,25,0,128,3,1,False
2178060,1992882,4,116,0,223,4,4,sh,1,timeout,26,25,0,128,3,1,False
229453,8,-1,128,0,220,4,4,sh,1,timeout,26,25,0,128,3,1,False
2282063,2122020,3,152,0,220,4,4,sh,1,timeout,26,25,0,128,3,1,False
167677,7,-1,172,0,224,4,4,sh,1,timeout,26,25,0,128,3,1,False
192890,7,-1,148,0,251,4,4,sh,1,timeout,26,25,0,128,3,1,False
2287361,1942687,4,170,0,250,4,4,sh,1,timeout,26,25,0,128,3,1,False
184669,8,-1,159,0,267,4,4,sh,1,timeout,26,25,0,128,3,1,False
2350847,2174142,3,126,0,262,4,4,sh,1,timeout,26,25,0,128,3,1,False
175912,8,-1,131,0,241,4,4,sh,1,timeout,26,25,0,128,3,1,False
168953,8,-1,131,0,221,4,4,sh,1,timeout,26,25,0,128,3,1,False
2135916,1975820,4,98,0,208,4,4,sh,1,timeout,26,25,0,128,3,1,False
217731,8,-1,123,0,225,4,4,sh,1,timeout,26,25,0,128,3,1,False
2091584,1756912,2,157,0,252,4,4,sh,1,timeout,26,25,0,128,3,1,False
